Phylo,Family,Order,Scientific_name,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Willisornis_poecilinotus,Thamnophilidae,Passeriformes,Willisornis poecilinotus,19,10.7,4.6,4.5,23,65.3,10,55.9,15.4,42.1,18.4,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.57,7.56,-3.94,-62.35,6405171.4,Extant
Xenornis_setifrons,Thamnophilidae,Passeriformes,Xenornis setifrons,19.7,12.2,5.3,6.3,21.9,70,6.4,63.6,9.1,71,24.6,Forest,1,1,Carnivore,Invertivore,Insessorial,7.81,9.56,8.8,-78.27,5983.1,Extant
Anisognathus_igniventris,Thraupidae,Passeriformes,Anisognathus igniventris,14.8,8.1,5.5,6.7,25.1,87.9,14.8,73,16.8,75.3,34,Forest,2,1,Herbivore,Frugivore,Insessorial,-17.91,7.78,-6.37,-74.39,278172.72,Extant
Anisognathus_lacrymosus,Thraupidae,Passeriformes,Anisognathus lacrymosus,15.1,8.1,5.4,6.3,25.1,89.5,14.6,74.1,16.4,75.5,31,Forest,1,1,Herbivore,Frugivore,Insessorial,-12.61,11.03,-0.02,-75.67,173969.02,Extant
Anisognathus_melanogenys,Thraupidae,Passeriformes,Anisognathus melanogenys,18.8,9.5,6,7.6,27.6,87.5,15.3,72.2,17.5,79.1,41,Forest,1,1,Herbivore,Frugivore,Insessorial,10.32,11.24,10.79,-73.68,7906.89,Extant
Anisognathus_notabilis,Thraupidae,Passeriformes,Anisognathus notabilis,22.4,13,6,7.5,23.2,99.9,22.4,77.4,22.5,75.2,57.3,Forest,1,1,Herbivore,Frugivore,Insessorial,-4.54,5.56,2.27,-77.48,18610.62,Extant
Anisognathus_somptuosus,Thraupidae,Passeriformes,Anisognathus somptuosus,20,10.8,5.9,7.8,24.5,91.9,19.1,71.9,21,72.9,44.5,Forest,1,1,Omnivore,Invertivore,Insessorial,-20.94,10.82,-3.55,-74.56,362683.21,Extant
Bangsia_arcaei,Thraupidae,Passeriformes,Bangsia arcaei,21.7,11.5,6.5,7.9,21.2,86.8,22.9,63.3,26.6,47.5,37.2,Forest,1,1,Omnivore,Invertivore,Insessorial,7.97,10.85,9.39,-82.46,9434.5,Extant
Bangsia_aureocincta,Thraupidae,Passeriformes,Bangsia aureocincta,17.4,10.3,5.7,7.3,25.3,89.8,19.8,70,22.1,56.3,41.7,Forest,1,1,Herbivore,Frugivore,Insessorial,4.86,6.71,5.68,-76.15,1199.64,Extant
Bangsia_edwardsi,Thraupidae,Passeriformes,Bangsia edwardsi,16.9,10.1,6.2,7.3,23.6,90,20.6,69.4,22.9,54.1,37,Forest,1,1,Herbivore,Frugivore,Insessorial,-0.36,3.78,1.71,-77.91,19030.86,Extant
Bangsia_melanochlamys,Thraupidae,Passeriformes,Bangsia melanochlamys,17.9,10.7,7,8.4,24.9,88.5,18,70.5,20.4,51.5,37.2,Forest,1,1,Herbivore,Frugivore,Insessorial,3.9,7.67,5.98,-76.18,3988.85,Extant
Bangsia_rothschildi,Thraupidae,Passeriformes,Bangsia rothschildi,18.7,11.2,6.8,9.1,22.7,88,19.6,68.3,22.3,52.6,48.5,Forest,1,1,Herbivore,Frugivore,Insessorial,0.67,5.77,3.13,-77.28,20015.6,Extant
Buthraupis_aureodorsalis,Thraupidae,Passeriformes,Buthraupis aureodorsalis,22.9,12.1,8.2,10.8,34.5,122.6,23.5,99,19.2,100.6,85,Forest,1,1,Omnivore,Frugivore,Insessorial,-9.85,-7.18,-8.62,-76.89,2445.85,Extant
Buthraupis_eximia,Thraupidae,Passeriformes,Buthraupis eximia,20.2,10.4,7.1,9.6,30.3,116.7,21.5,95.3,18.3,91.6,62.7,Forest,1,1,Herbivore,Frugivore,Insessorial,-5.38,7.59,0.56,-77.43,60098.85,Extant
Buthraupis_montana,Thraupidae,Passeriformes,Buthraupis montana,22.1,12,7.6,9.8,32.4,128.7,28,100.8,21.7,90.4,87.1,Forest,1,1,Omnivore,Invertivore,Insessorial,-17.78,10.79,-3.03,-74.88,299466.64,Extant
Buthraupis_wetmorei,Thraupidae,Passeriformes,Buthraupis wetmorei,20.4,9.6,6.8,8,34.2,99.2,15,84.2,15.1,89.5,62.5,Forest,1,1,Herbivore,Frugivore,Insessorial,-5.41,4.78,0.23,-77.41,12901.21,Extant
Calochaetes_coccineus,Thraupidae,Passeriformes,Calochaetes coccineus,18.5,11.1,6.1,8.3,20.7,95.2,22.9,72.3,24,58.8,46.4,Forest,1,1,Omnivore,Invertivore,Insessorial,-12.85,2.3,-6.86,-76.46,99150.86,Extant
Calyptophilus_frugivorus,Thraupidae,Passeriformes,Calyptophilus frugivorus,23.8,14.2,3.9,6.2,26.8,88.4,11.7,76.7,13.2,84,32.1,Forest,1,1,Carnivore,Invertivore,Terrestrial,17.94,19.31,18.79,-71.01,7294.34,Extant
Calyptophilus_tertius,Thraupidae,Passeriformes,Calyptophilus tertius,24.8,15.7,4.6,7,31.3,88.4,7,81.4,7.9,92.5,49.2,Forest,1,1,Carnivore,Invertivore,Terrestrial,17.9,18.53,18.28,-72.23,6314.23,Extant
Catamblyrhynchus_diadema,Thraupidae,Passeriformes,Catamblyrhynchus diadema,10.4,5.3,4.8,7.4,21.2,65,8,56.7,12.4,69.8,14.1,Forest,2,1,Carnivore,Invertivore,Insessorial,-23.2,11.04,-4.38,-74.26,358573.96,Extant
Chlorochrysa_calliparaea,Thraupidae,Passeriformes,Chlorochrysa calliparaea,14.7,8.6,3.8,4.6,18.6,70,18.2,52.1,25.8,42.8,17,Forest,1,1,Herbivore,Frugivore,Insessorial,-17.16,8.86,-7.66,-74.65,211763.43,Extant
Chlorochrysa_nitidissima,Thraupidae,Passeriformes,Chlorochrysa nitidissima,12.2,8.2,3.9,4.5,18.1,66.9,16.2,51.5,24,43.6,18.6,Forest,1,1,Carnivore,Invertivore,Insessorial,2.45,7.23,5.04,-75.9,16794.51,Extant
Chlorochrysa_phoenicotis,Thraupidae,Passeriformes,Chlorochrysa phoenicotis,15.9,9.6,3.8,4.6,21.6,73.5,18.1,55.4,24.6,40.2,21.8,Forest,1,1,Omnivore,Invertivore,Insessorial,-3.6,7.24,2.37,-77.44,33619.56,Extant
Chlorophanes_spiza,Thraupidae,Passeriformes,Chlorophanes spiza,15.9,11.4,4.5,4.6,18.9,68.3,16.7,50.9,24.7,48.2,19,Forest,1,1,Herbivore,Frugivore,Insessorial,-29.45,18.56,-3.78,-63,7921066.07,Extant
Chlorophonia_callophrys,Thraupidae,Passeriformes,Chlorophonia callophrys,13.3,6.4,4.6,5.7,17.5,75.8,19,56.8,25.1,43.5,25.8,Forest,2,1,Herbivore,Frugivore,Insessorial,8.41,10.98,9.38,-83.13,17430.09,Extant
Chlorophonia_cyanea,Thraupidae,Passeriformes,Chlorophonia cyanea,10.9,7.3,4.3,4.1,14.7,62.3,16.6,45.5,26.7,35,14,Forest,2,1,Herbivore,Frugivore,Insessorial,-30.67,10.65,-13.47,-58.42,2010700.01,Extant
Chlorophonia_flavirostris,Thraupidae,Passeriformes,Chlorophonia flavirostris,8.6,4.9,4.5,4.1,13.9,57.2,15.9,41.4,27.8,28.5,11,Forest,1,2,Herbivore,Frugivore,Insessorial,-0.26,8.03,2.95,-77.32,21348.22,Extant
Chlorophonia_occipitalis,Thraupidae,Passeriformes,Chlorophonia occipitalis,12.6,6.1,4.7,5.6,17.8,76.7,20.1,55.8,26.5,43.9,25.8,Forest,2,1,Herbivore,Frugivore,Insessorial,12.63,19.88,15.54,-90.25,160768.75,Extant
Chlorophonia_pyrrhophrys,Thraupidae,Passeriformes,Chlorophonia pyrrhophrys,10.7,5.3,4.3,4.4,16.8,67,16,51,23.9,41,17,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.74,10.14,-0.07,-75.87,124114.79,Extant
Chlorornis_riefferii,Thraupidae,Passeriformes,Chlorornis riefferii,20.4,11.1,6.7,9.2,29.3,106.9,19.4,87.1,18.2,87.2,53,Forest,1,1,Omnivore,Frugivore,Insessorial,-17.33,7.28,-4.43,-74.52,307394.78,Extant
Chlorospingus_canigularis,Thraupidae,Passeriformes,Chlorospingus canigularis,14.5,7.7,4.1,5.1,18.9,69.2,13.9,56.5,19.8,55.6,18,Forest,1,1,Omnivore,Frugivore,Insessorial,-13.27,10.36,-1.81,-76.05,165238.27,Extant
Chlorospingus_flavigularis,Thraupidae,Passeriformes,Chlorospingus flavigularis,16.5,9.3,5.1,6.1,21.3,79.3,14.1,65.2,17.8,61.6,25.6,Forest,1,1,Herbivore,Frugivore,Insessorial,-13.86,9.35,-4.21,-76.27,202998.97,Extant
Chlorospingus_flavovirens,Thraupidae,Passeriformes,Chlorospingus flavovirens,14.7,8.7,5.3,6.9,20.4,78.2,17.6,60.6,22.5,57.5,25,Forest,1,1,Herbivore,Frugivore,Insessorial,0.02,3.63,1.54,-78.06,735.87,Extant
Chlorospingus_inornatus,Thraupidae,Passeriformes,Chlorospingus inornatus,16.4,9.8,5.8,7,26.5,76.9,11.8,65.2,15.2,59,28,Forest,1,1,Omnivore,Frugivore,Insessorial,7.42,8.04,7.75,-77.96,1510.6,Extant
Chlorospingus_ophthalmicus,Thraupidae,Passeriformes,Chlorospingus ophthalmicus,14.7,8.2,4.8,5.5,21.4,67.3,10.3,55.8,15.6,63.8,20,Forest,1,1,Carnivore,Invertivore,Insessorial,-26.89,21.61,1.43,-78.59,587009.94,Extant
Chlorospingus_parvirostris,Thraupidae,Passeriformes,Chlorospingus parvirostris,16,8.8,5.1,5.7,22,71.5,11.8,59.6,16.6,58.9,24,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.32,5.17,-6.27,-74.51,134279.08,Extant
Chlorospingus_pileatus,Thraupidae,Passeriformes,Chlorospingus pileatus,12.9,8.5,4.8,5.6,21.2,65,9.4,55.6,14.5,58.8,21,Forest,1,1,Omnivore,Omnivore,Insessorial,8.52,10.38,9.46,-83.37,3941.01,Extant
Chlorospingus_semifuscus,Thraupidae,Passeriformes,Chlorospingus semifuscus,14.5,8.6,4.8,6,22.3,69.2,10.7,58.6,15.3,54.2,19,Forest,1,1,Omnivore,Invertivore,Insessorial,-1.01,5.58,2.27,-77.48,26164.42,Extant
Chlorospingus_tacarcunae,Thraupidae,Passeriformes,Chlorospingus tacarcunae,13.9,8.5,4.4,5.5,19.9,63.9,10.4,53.5,16.2,52.6,18.9,Forest,1,1,Carnivore,Invertivore,Insessorial,7.97,9.34,8.82,-78.51,1499.1,Extant
Chlorothraupis_frenata,Thraupidae,Passeriformes,Chlorothraupis frenata,20.4,13.3,8,9.3,22.7,87.8,15.3,72.3,17.6,65.5,37.8,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.85,1.57,-11.46,-71.87,108990.05,Extant
Chrysothlypis_chrysomelas,Thraupidae,Passeriformes,Chrysothlypis chrysomelas,15,9.6,3.5,4.1,16.3,61.5,13.1,48.4,21.2,43,13,Forest,1,1,Omnivore,Frugivore,Insessorial,7.5,10.9,9.09,-81.03,15703.46,Extant
Chrysothlypis_salmoni,Thraupidae,Passeriformes,Chrysothlypis salmoni,14.7,9.6,3.9,4.5,16.1,63.4,11.2,52.2,17.5,45.8,12.5,Human Modified,1,1,Omnivore,Frugivore,Insessorial,-0.02,7.68,4.53,-77.14,75321.25,Extant
Cissopis_leverianus,Thraupidae,Passeriformes,Cissopis leverianus,19.8,12.1,7.7,9.4,25.9,106.3,13.8,91,13.1,129,76,Woodland,2,1,Omnivore,Omnivore,Insessorial,-28.42,9.67,-9.52,-60.84,5410821.02,Extant
Cnemoscopus_rubrirostris,Thraupidae,Passeriformes,Cnemoscopus rubrirostris,16.1,8.3,4,5,21.9,84.2,14,68.6,17,69.5,18,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.82,8.44,-2.84,-76.25,111117.72,Extant
Compsospiza_baeri,Thraupidae,Passeriformes,Compsospiza baeri,14.7,8.7,4.4,6.4,25.6,77.5,8,69.4,10.4,79.1,32.5,Shrubland,2,1,Omnivore,Omnivore,Generalist,-29.68,-21.88,-26.33,-65.93,11570.87,Extant
Compsospiza_garleppi,Thraupidae,Passeriformes,Compsospiza garleppi,17.9,10.6,5.1,6.7,27.2,86.8,8.8,77.9,10.2,81.5,32.5,Shrubland,2,1,Omnivore,Omnivore,Insessorial,-18.19,-17.23,-17.57,-65.8,2895.12,Extant
Compsothraupis_loricata,Thraupidae,Passeriformes,Compsothraupis loricata,22.7,13.4,6,8.5,22.5,114.2,27.9,86.3,24.4,79.7,72.5,Forest,2,1,Carnivore,Invertivore,Insessorial,-19.8,-2.73,-11.1,-42.72,1679211.05,Extant
Conirostrum_albifrons,Thraupidae,Passeriformes,Conirostrum albifrons,15.4,8.4,3.1,3.8,16.5,71,15.3,55.1,21.7,57.3,14.9,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.72,10.56,-3.69,-74.28,298087.62,Extant
Conirostrum_bicolor,Thraupidae,Passeriformes,Conirostrum bicolor,13.8,8.3,3.3,3.6,18.1,62.1,12.2,48.2,20.2,46.8,10.5,Woodland,2,1,Carnivore,Invertivore,Insessorial,-25.65,12.46,-0.53,-57.91,566641.85,Extant
Conirostrum_cinereum,Thraupidae,Passeriformes,Conirostrum cinereum,11.9,7,2.6,3.2,18.5,61.8,12.6,49.2,20.4,53.4,8.8,Shrubland,2,1,Omnivore,Invertivore,Insessorial,-20.61,1.61,-11.24,-74.98,492384.32,Extant
Conirostrum_ferrugineiventre,Thraupidae,Passeriformes,Conirostrum ferrugineiventre,13.6,7.3,2.7,3.7,19.3,68.2,15.5,52.8,22.7,51.6,11.5,Forest,1,1,Carnivore,Invertivore,Insessorial,-18.06,-7.5,-13.72,-71.07,147474.33,Extant
Conirostrum_leucogenys,Thraupidae,Passeriformes,Conirostrum leucogenys,11.1,6.9,2.9,3,14.1,53.8,11.9,41.9,22.1,32.5,7,Forest,2,1,Omnivore,Invertivore,Insessorial,2.15,11.36,8.81,-73.1,271279.35,Extant
Conirostrum_margaritae,Thraupidae,Passeriformes,Conirostrum margaritae,13.1,8,3.6,3.7,16.2,59.8,12.2,47.6,20.4,40.9,9.7,Forest,2,2,Carnivore,Invertivore,Insessorial,-11.15,-1.98,-3.75,-63.44,77630.04,Extant
Conirostrum_rufum,Thraupidae,Passeriformes,Conirostrum rufum,13.3,7.4,2.7,3.3,18.8,63.1,10.6,52.6,16.7,54.4,11,Shrubland,2,1,Carnivore,Invertivore,Insessorial,4.17,11.04,6.41,-73.23,39407.06,Extant
Conirostrum_sitticolor,Thraupidae,Passeriformes,Conirostrum sitticolor,14.2,7.7,2.8,3.8,17.7,66.9,13.9,53.1,20.7,55.6,11.9,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.94,10.78,-3.57,-74.7,300002.23,Extant
Conirostrum_speciosum,Thraupidae,Passeriformes,Conirostrum speciosum,11.5,8.4,2.8,3.6,14.3,55.8,12.5,43.9,22.1,40.2,8.8,Forest,2,1,Carnivore,Invertivore,Insessorial,-29.7,9.98,-12.28,-55.25,7564710.56,Extant
Conirostrum_tamarugense,Thraupidae,Passeriformes,Conirostrum tamarugense,10.4,7,2.7,3.1,15.7,63.2,13,50.3,20.5,52.9,10.5,Forest,1,2,Carnivore,Invertivore,Insessorial,-23.17,-18.52,-21.35,-69.3,16572.78,Extant
Conothraupis_mesoleuca,Thraupidae,Passeriformes,Conothraupis mesoleuca,14.7,10.6,5.7,7.8,17.2,65.3,9.9,55.4,15.2,52.6,15.3,NA,2,1,Carnivore,Invertivore,Insessorial,-18.32,-9.28,-13.59,-58.27,33828.76,Extant
Conothraupis_speculigera,Thraupidae,Passeriformes,Conothraupis speculigera,18.9,10.4,6.5,7.7,22.5,75.8,16.8,59,22.1,65,25,Woodland,2,3,Carnivore,Invertivore,Insessorial,-8.44,-3.52,-5.52,-79.7,47761.62,Extant
Creurgops_dentatus,Thraupidae,Passeriformes,Creurgops dentatus,14.9,8.1,5,5.9,19.9,69.1,12.8,56.5,18.4,65.4,19,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.52,-11.95,-14.55,-69.3,109941.34,Extant
Creurgops_verticalis,Thraupidae,Passeriformes,Creurgops verticalis,19.8,9.2,5.5,6.4,19.3,77.7,14.5,63.2,18.6,68.8,24,Forest,1,1,Carnivore,Invertivore,Insessorial,-12.7,7.93,-3.4,-76.6,97023.39,Extant
Cyanerpes_caeruleus,Thraupidae,Passeriformes,Cyanerpes caeruleus,19.5,14.7,3.4,3.3,13.8,56.7,14.4,42.4,25.5,32.1,12,Forest,1,1,Omnivore,Omnivore,Insessorial,-17.67,11.43,-2.76,-63.48,6673757.38,Extant
Cyanerpes_cyaneus,Thraupidae,Passeriformes,Cyanerpes cyaneus,19.4,12.8,3.8,3.6,13.7,60.9,15.7,44.5,26,34.8,14,Forest,1,1,Omnivore,Omnivore,Insessorial,-23.36,21.78,-2.58,-63.22,8340306.15,Extant
Cyanerpes_lucidus,Thraupidae,Passeriformes,Cyanerpes lucidus,21.9,15,3.4,3.4,13.1,57,13.9,43.1,24.3,30.2,11.4,Forest,1,1,Herbivore,Omnivore,Insessorial,7.09,17.22,12.7,-84.58,234923.27,Extant
Cyanerpes_nitidus,Thraupidae,Passeriformes,Cyanerpes nitidus,13.6,9,2.7,2.8,12,50,11.1,38.9,22.2,27,9,Forest,1,1,Omnivore,Frugivore,Insessorial,-11.38,8.34,-2.64,-66.62,2672995.37,Extant
Cyanicterus_cyanicterus,Thraupidae,Passeriformes,Cyanicterus cyanicterus,25.9,16.2,7.5,8.3,21.6,93.8,22.1,71.3,23.7,65.4,34,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.5,7,3.72,-57.39,422685.67,Extant
Cypsnagra_hirundinacea,Thraupidae,Passeriformes,Cypsnagra hirundinacea,17.9,10.5,4.6,5.9,22,76.2,13.7,61.8,18.2,59.8,31.4,Grassland,3,1,Carnivore,Invertivore,Insessorial,-23.49,2.19,-13.94,-50.64,3217341.25,Extant
Dacnis_albiventris,Thraupidae,Passeriformes,Dacnis albiventris,11.7,6.5,3.6,3.1,13.1,58.9,15,43.5,25.6,36,11.2,Forest,2,1,Omnivore,Frugivore,Insessorial,-10.12,6.01,-1.14,-72.1,1044010.16,Extant
Dacnis_berlepschi,Thraupidae,Passeriformes,Dacnis berlepschi,14,8.7,3.6,4.3,15.2,63,12,51,19.1,46.8,12.8,Forest,1,1,Herbivore,Frugivore,Insessorial,-0.59,1.42,0.47,-78.88,11710.39,Extant
Dacnis_cayana,Thraupidae,Passeriformes,Dacnis cayana,13.7,8,3.7,4.2,15.5,61.8,15.5,47.3,24.7,43.9,13,Forest,2,1,Herbivore,Frugivore,Insessorial,-30.88,15.88,-7.09,-58.05,12058770.43,Extant
Dacnis_egregia,Thraupidae,Passeriformes,Dacnis egregia,12.8,7.7,3.3,3.6,14.1,62.6,16.4,45.3,26.6,41.2,11,Forest,2,1,Herbivore,Frugivore,Insessorial,-3.62,8.26,2.72,-77.23,144056.71,Extant
Dacnis_flaviventer,Thraupidae,Passeriformes,Dacnis flaviventer,13.9,9.1,3.9,4,14.9,60.4,12.2,47.9,20.2,40.8,13,Forest,2,1,Herbivore,Frugivore,Insessorial,-17.51,7.15,-5.57,-65.48,4118840.13,Extant
Dacnis_hartlaubi,Thraupidae,Passeriformes,Dacnis hartlaubi,12.1,7,4,4.1,15,64.3,17.3,46.6,27.1,41.2,11,Forest,2,1,Herbivore,Frugivore,Insessorial,3.28,6.95,5.02,-75.3,14736.21,Extant
Dacnis_lineata,Thraupidae,Passeriformes,Dacnis lineata,13,7.5,3.5,3.5,14.1,58,14.8,43,25.6,40.6,11,Forest,2,1,Herbivore,Frugivore,Insessorial,-17.6,8.08,-3.93,-63.23,6051189.29,Extant
Dacnis_nigripes,Thraupidae,Passeriformes,Dacnis nigripes,14.6,8.4,3.4,3.4,14.2,59.5,17.2,42.3,29,35,14,Forest,2,1,Omnivore,Omnivore,Insessorial,-27.97,-19.91,-24.04,-46.27,27779.66,Extant
Dacnis_venusta,Thraupidae,Passeriformes,Dacnis venusta,13.1,8.9,3.8,3.9,14.8,64.6,15.9,44.5,26.3,38.8,16.1,Forest,2,1,Herbivore,Frugivore,Insessorial,-0.64,13.83,6.33,-79.08,203133.56,Extant
Dacnis_viguieri,Thraupidae,Passeriformes,Dacnis viguieri,13.1,8.5,3.7,3.5,14,57.6,13,44.2,22.7,38.6,13,Forest,1,1,Herbivore,Frugivore,Insessorial,6.83,8.66,7.73,-77.32,15481.17,Extant
Delothraupis_castaneoventris,Thraupidae,Passeriformes,Delothraupis castaneoventris,16.7,9.1,4.3,6.4,24.2,80.9,15.1,65.8,18.7,70,28,Forest,1,1,Omnivore,Omnivore,Insessorial,-17.95,-7.08,-13.16,-71.77,131249.53,Extant
Diglossa_albilatera,Thraupidae,Passeriformes,Diglossa albilatera,13.1,7.3,3.1,4.6,19.8,56.7,9.6,47.7,16.7,43.5,9.8,Forest,2,1,Omnivore,Nectarivore,Insessorial,-10.68,11.04,1.6,-75.78,254619.68,Extant
Diglossa_baritula,Thraupidae,Passeriformes,Diglossa baritula,12.2,7.3,2.4,4.3,17.8,58.1,12.3,46.1,21.1,45.9,9.2,Forest,2,2,Herbivore,Nectarivore,Insessorial,12.98,20.54,17.19,-95.69,236547.57,Extant
Diglossa_brunneiventris,Thraupidae,Passeriformes,Diglossa brunneiventris,13.4,7.9,2.4,4,21.4,64.9,11.9,53.1,18.3,57.6,12,Shrubland,2,1,Omnivore,Nectarivore,Insessorial,-18.36,7.29,-12.01,-74.16,317862.93,Extant
Diglossa_caerulescens,Thraupidae,Passeriformes,Diglossa caerulescens,17.1,9.8,2.7,4.1,19.9,68.1,11.9,56.2,17.4,54.2,14.4,Forest,2,1,Carnivore,Invertivore,Insessorial,-17.05,11.1,-3.44,-74.45,280727.03,Extant
Diglossa_carbonaria,Thraupidae,Passeriformes,Diglossa carbonaria,14.4,7.8,2.2,4.7,22,68.3,11.5,56.7,16.9,60.5,11,Shrubland,2,1,Omnivore,Nectarivore,Insessorial,-18.99,-16.38,-17.48,-66.54,70106.56,Extant
Diglossa_cyanea,Thraupidae,Passeriformes,Diglossa cyanea,18,11.4,3.3,5.1,22.5,73.6,13.8,60,18.6,63,17,Forest,2,1,Omnivore,Frugivore,Insessorial,-17.95,10.68,-2.98,-74.79,392147.64,Extant
Diglossa_duidae,Thraupidae,Passeriformes,Diglossa duidae,16.5,9.3,2.7,5,20.1,72.2,16.7,55.5,23.1,55.5,14.8,Forest,1,1,Herbivore,Nectarivore,Insessorial,0.75,5.54,3.25,-66.25,107045.15,Extant
Diglossa_glauca,Thraupidae,Passeriformes,Diglossa glauca,13.4,7.9,2.5,4.3,16.4,62.1,13.1,49,21.2,45.9,12,Forest,1,1,Omnivore,Omnivore,Insessorial,-17.27,1.8,-8.91,-74.53,114824.31,Extant
Diglossa_gloriosa,Thraupidae,Passeriformes,Diglossa gloriosa,13.1,7.6,2.4,4.2,20.9,63,13.5,49,21.6,52,11,Shrubland,2,1,Omnivore,Nectarivore,Insessorial,7.75,9.85,8.79,-71,11423.97,Extant
Diglossa_gloriosissima,Thraupidae,Passeriformes,Diglossa gloriosissima,16.4,9.8,2.5,4.3,24.5,72.8,13.6,59.2,18.7,63.3,14,Shrubland,2,1,Omnivore,Nectarivore,Insessorial,2.34,6.65,5.22,-76.2,1245.03,Extant
Diglossa_humeralis,Thraupidae,Passeriformes,Diglossa humeralis,13.9,8.1,2.3,4.4,22.4,67.4,11.7,57.6,16.9,59.2,13.1,Shrubland,2,1,Herbivore,Nectarivore,Insessorial,-6.23,11.16,1.94,-76.34,155425.66,Extant
Diglossa_indigotica,Thraupidae,Passeriformes,Diglossa indigotica,13.2,8.1,2.2,4.2,19.7,62.5,11,51.5,17.7,39,13.7,Forest,1,1,Herbivore,Omnivore,Insessorial,-0.12,7.27,3.69,-76.87,19981.41,Extant
Diglossa_lafresnayii,Thraupidae,Passeriformes,Diglossa lafresnayii,17.3,9.3,2.6,4.9,24.8,70.9,11.4,60,16,63.4,16,Forest,2,1,Omnivore,Nectarivore,Insessorial,-5.67,9.85,1.9,-76.28,109695.82,Extant
Diglossa_major,Thraupidae,Passeriformes,Diglossa major,20.5,11.5,3.3,5.3,24.6,82,15.6,66.4,19.1,74,22.2,Forest,1,1,Herbivore,Nectarivore,Insessorial,4.4,6.28,5.25,-61.48,33712.96,Extant
Diglossa_mystacalis,Thraupidae,Passeriformes,Diglossa mystacalis,16.4,10.4,2.8,4.9,25,69.2,10.3,59,14.9,62.9,16.2,Forest,2,1,Omnivore,Invertivore,Insessorial,-17.6,-5.39,-12.43,-72.5,121320.58,Extant
Diglossa_plumbea,Thraupidae,Passeriformes,Diglossa plumbea,12.7,8.6,2.5,4.4,17.8,55.2,9.3,45.4,17.1,42.8,10,Forest,2,1,Omnivore,Nectarivore,Insessorial,8.52,10.95,9.32,-83,8930.97,Extant
Diglossa_sittoides,Thraupidae,Passeriformes,Diglossa sittoides,12.9,7.6,2.5,4.4,18.7,57.1,13.1,46.9,21.9,46.2,9,Forest,2,1,Omnivore,Omnivore,Insessorial,-27.54,11.03,-7.65,-72.5,593695.05,Extant
Diglossa_venezuelensis,Thraupidae,Passeriformes,Diglossa venezuelensis,14.5,8.6,2.5,4.4,22.2,67.1,10.6,56.5,15.8,60.6,12.6,Shrubland,2,1,Omnivore,Omnivore,Insessorial,9.95,10.72,10.11,-63.88,795.99,Extant
Dubusia_taeniata,Thraupidae,Passeriformes,Dubusia taeniata,22.2,10.7,5.7,7.4,28.2,90.5,12.4,78.4,13.6,91.7,37,Forest,1,1,Omnivore,Frugivore,Insessorial,-13.23,11.14,-0.68,-75.53,297097.8,Extant
Eucometis_penicillata,Thraupidae,Passeriformes,Eucometis penicillata,18,11.6,6.4,6.9,20.4,88.7,16.3,73.2,18.2,76.8,27,Forest,1,1,Carnivore,Invertivore,Insessorial,-24.57,21.4,-5.93,-63.49,5712449.56,Extant
Euphonia_affinis,Thraupidae,Passeriformes,Euphonia affinis,9.3,5,3.7,4,12.7,53.4,13.3,40.1,24.9,31.7,10,Woodland,2,1,Herbivore,Frugivore,Insessorial,9.54,28.01,17.82,-93.36,724298.2,Extant
Euphonia_anneae,Thraupidae,Passeriformes,Euphonia anneae,11.3,6.6,4.5,4.9,15.7,63.9,12.9,51,20.2,36.2,14.9,Forest,2,1,Herbivore,Frugivore,Insessorial,7.43,10.85,8.96,-80.3,20146.51,Extant
Euphonia_cayennensis,Thraupidae,Passeriformes,Euphonia cayennensis,11.5,6.6,4.8,4.9,15.5,56.6,11.5,43.7,20.9,31,14.3,Forest,1,1,Herbivore,Frugivore,Insessorial,-4.25,7.94,1.5,-54.8,1272525.45,Extant
Euphonia_chalybea,Thraupidae,Passeriformes,Euphonia chalybea,13.6,7.7,5.1,7.2,16,68.8,17.5,50.7,25.7,41,19,Forest,1,1,Herbivore,Frugivore,Insessorial,-30.61,-21.14,-25.51,-51.19,745412.86,Extant
Euphonia_chlorotica,Thraupidae,Passeriformes,Euphonia chlorotica,9.2,5.9,4.1,4,12.9,56.7,13.7,42.8,24.2,32.9,11,Forest,2,1,Herbivore,Frugivore,Insessorial,-33.77,8.63,-11.69,-56.85,9620331.07,Extant
Euphonia_chrysopasta,Thraupidae,Passeriformes,Euphonia chrysopasta,11.5,6.2,5,5.3,14.6,56.9,12,45,21,35.1,14,Forest,2,1,Omnivore,Frugivore,Insessorial,-17.74,7.78,-3.51,-64.52,5478664.3,Extant
