Phylo,Family,Order,Scientific_name,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Aphelocoma_coerulescens,Corvidae,Passeriformes,Aphelocoma coerulescens,30,17.7,9.1,9.1,37.8,116.7,20.6,96.2,17.5,140.5,77.1,Shrubland,2,1,Omnivore,Omnivore,Insessorial,26.47,29.57,28.13,-81.41,6933.22,Extant
Aphelocoma_insularis,Corvidae,Passeriformes,Aphelocoma insularis,38.4,23.8,9.7,10.9,46.5,137.7,18.2,118.5,13.3,151.8,115.8,Shrubland,2,1,Omnivore,Omnivore,Insessorial,33.96,34.08,34.02,-119.74,254.24,Extant
Aphelocoma_ultramarina,Corvidae,Passeriformes,Aphelocoma ultramarina,32,19.5,8.7,9.9,42.3,164.9,29.5,134.8,17.9,145.4,113.3,Forest,2,1,Omnivore,Omnivore,Generalist,18.73,35.18,26.21,-104.82,572027.38,Extant
Aphelocoma_unicolor,Corvidae,Passeriformes,Aphelocoma unicolor,35,19.8,10.6,10.9,42.6,168.9,31.3,136.8,18.6,153.7,124,Forest,1,1,Omnivore,Omnivore,Insessorial,13.46,21.11,16.23,-92.35,149103.75,Extant
Calocitta_colliei,Corvidae,Passeriformes,Calocitta colliei,43.5,27,12.2,14.2,47.6,208.8,37.4,170.9,17.9,452.9,234,Woodland,2,1,Omnivore,Omnivore,Insessorial,19.07,29.54,23.9,-106.33,158921.03,Extant
Calocitta_formosa,Corvidae,Passeriformes,Calocitta formosa,40.7,26.2,12.8,14.4,46.9,194.6,35.1,159.2,18.1,309.1,210,Woodland,2,1,Omnivore,Omnivore,Insessorial,9.06,20.19,15.63,-93.67,293348.65,Extant
Cissa_chinensis,Corvidae,Passeriformes,Cissa chinensis,39.9,24.2,11.7,14.1,44.2,145.8,12.4,133.9,8.4,186.5,126.6,Forest,1,1,Carnivore,Omnivore,Generalist,-5.56,30.06,19.06,99.9,2108736.38,Extant
Cissa_hypoleuca,Corvidae,Passeriformes,Cissa hypoleuca,38.9,24.5,9.5,15.3,44.3,144.4,10.3,134.1,7.2,144.9,125,Forest,1,1,Carnivore,Omnivore,Generalist,8.56,32.15,20.34,106.68,890296.66,Extant
Cissa_thalassina,Corvidae,Passeriformes,Cissa thalassina,36.7,23.3,11.4,14,41.9,136.5,11.6,124.5,8.5,115.3,125,Forest,1,1,Carnivore,Invertivore,Generalist,-7.7,6.3,-0.03,113.28,111911.77,Extant
Corvus_albicollis,Corvidae,Passeriformes,Corvus albicollis,65.9,42.4,19.6,34,75.2,417.1,164.6,250.6,39.6,165.6,894,Rock,3,2,Omnivore,Omnivore,Terrestrial,-34.84,2.4,-17.3,30.73,1615598.28,Extant
Corvus_albus,Corvidae,Passeriformes,Corvus albus,60.4,38.5,15.6,20.6,61.5,353.3,147.9,205.3,41.9,177.2,524,Shrubland,3,2,Carnivore,Omnivore,Terrestrial,-34.84,24.93,-2.98,21.16,19544750.22,Extant
Corvus_bennetti,Corvidae,Passeriformes,Corvus bennetti,50.7,32,13.4,16.6,55.4,313.5,129.5,184.9,41.1,173.3,389,Shrubland,2,1,Omnivore,Omnivore,Generalist,-36.03,-14.76,-25.69,131.69,5681813.47,Extant
Corvus_brachyrhynchos,Corvidae,Passeriformes,Corvus brachyrhynchos,51.1,35.4,14.7,17.7,59.3,309.6,109.1,199.9,35.3,177.3,448.8,Human Modified,2,2,Omnivore,Omnivore,Terrestrial,24.53,63.75,46.23,-97.42,11573830.54,Extant
Corvus_capensis,Corvidae,Passeriformes,Corvus capensis,62.9,46.5,14.5,16,65.6,322.2,114.5,209.2,35.4,164.7,553,Grassland,3,2,Omnivore,Omnivore,Terrestrial,-34.84,16.79,-16.5,25.35,4036026.48,Extant
Corvus_caurinus,Corvidae,Passeriformes,Corvus caurinus,48.8,31,13.2,15.9,50.7,277.5,104.7,172.6,37.8,156.9,390.8,Coastal,3,2,Omnivore,Omnivore,Terrestrial,46.22,61.54,54.81,-133.88,396973.08,Extant
Corvus_corax,Corvidae,Passeriformes,Corvus corax,77,49.2,21.9,27.9,67.1,419.7,167.2,252.7,39.8,228.7,928,Forest,3,2,Omnivore,Omnivore,Terrestrial,12.76,83.11,54.65,18.59,52288449.5,Extant
Corvus_corone,Corvidae,Passeriformes,Corvus corone,55,35.9,15.1,18.5,59.4,323.9,119.6,204.6,36.9,179.6,570,Human Modified,3,1,Carnivore,Omnivore,Terrestrial,22.23,71.19,52.96,78.23,33343165.09,Extant
Corvus_coronoides,Corvidae,Passeriformes,Corvus coronoides,61.1,39.8,16.2,20.1,63.6,356.1,147.8,211.6,41.1,198.7,644.3,Shrubland,2,1,Omnivore,Omnivore,Generalist,-39.24,-12.68,-27.75,138.57,4803477.78,Extant
Corvus_crassirostris,Corvidae,Passeriformes,Corvus crassirostris,83.2,56.7,24.3,41.1,78.9,446.9,181.3,265,40.6,228.1,1135,Rock,3,1,Carnivore,Omnivore,Terrestrial,3.67,16.58,9.52,38.34,759238.98,Extant
Corvus_cryptoleucus,Corvidae,Passeriformes,Corvus cryptoleucus,55.8,34.3,17.2,20.1,59.5,351.1,146.7,204.4,41.7,181.5,533.5,Grassland,3,1,Carnivore,Omnivore,Terrestrial,20.83,38.76,29.63,-103.06,1195845.67,Extant
Corvus_dauuricus,Corvidae,Passeriformes,Corvus dauuricus,34.6,20.3,11,12.8,44.1,232.3,87.8,144.5,37.8,128.6,208,Grassland,3,2,Omnivore,Omnivore,Terrestrial,24.37,53.48,41.79,113.35,6025004.51,Extant
Corvus_edithae,Corvidae,Passeriformes,Corvus edithae,52.5,30.9,14.3,18.7,57.7,338.5,138.1,198.2,41,168.6,524,Desert,3,1,Carnivore,Omnivore,Terrestrial,1.33,15.5,6.95,42.04,1179817.28,Extant
Corvus_enca,Corvidae,Passeriformes,Corvus enca,54.5,36.7,15.3,18.7,48.5,265.2,86.8,179.5,32.3,137.8,251,Forest,1,1,Omnivore,Omnivore,Insessorial,-8.85,19.58,1.18,113.23,1656902.54,Extant
Corvus_florensis,Corvidae,Passeriformes,Corvus florensis,51.5,30.2,12.5,16.5,48.3,226,57.6,168.4,25.5,160,175,Forest,1,1,Omnivore,Omnivore,Insessorial,-8.96,-8.23,-8.61,120.62,9095.62,Extant
Corvus_frugilegus,Corvidae,Passeriformes,Corvus frugilegus,59.5,39.1,14.8,18.3,55.7,312.3,127.8,184.2,41,166.8,452.1,Grassland,3,1,Omnivore,Omnivore,Terrestrial,28.08,66.07,50.24,76.75,19019081.22,Extant
Corvus_fuscicapillus,Corvidae,Passeriformes,Corvus fuscicapillus,74.6,52.1,18.2,26.6,56.5,335.9,103.2,232.8,30.7,191.1,635,Forest,1,1,Herbivore,Frugivore,Insessorial,-7.09,0.04,-3.48,135.39,18445.52,Extant
Corvus_hawaiiensis,Corvidae,Passeriformes,Corvus hawaiiensis,59.3,38.3,18.8,24.7,66.6,315.4,96.4,219,30.5,195.3,518.8,Forest,1,1,Omnivore,Omnivore,Insessorial,NA,NA,NA,NA,NA,Extant
Corvus_imparatus,Corvidae,Passeriformes,Corvus imparatus,41.9,26.3,12.7,13,39.6,238.7,84.8,153.7,35.7,143.2,221,Shrubland,2,1,Omnivore,Omnivore,Terrestrial,21.01,26.29,23.69,-98.62,99924.43,Extant
Corvus_jamaicensis,Corvidae,Passeriformes,Corvus jamaicensis,47.9,32.1,13.9,16.6,46.5,227.7,66.4,161.3,29.2,137,338,Forest,2,1,Omnivore,Omnivore,Insessorial,17.7,18.53,18.16,-77.31,11021.79,Extant
Corvus_kubaryi,Corvidae,Passeriformes,Corvus kubaryi,55.2,37.7,13.3,18.3,52.5,226.4,63,170.3,27,157.6,249.9,Forest,1,1,Omnivore,Omnivore,Insessorial,14.11,14.2,14.16,145.22,92.35,Extant
Corvus_leucognaphalus,Corvidae,Passeriformes,Corvus leucognaphalus,60.7,41,16.8,20.9,54.9,304.3,107.2,197.1,35.2,191.6,401,Forest,1,1,Omnivore,Omnivore,Insessorial,17.47,19.44,18.75,-71.16,8280.85,Extant
Corvus_levaillantii,Corvidae,Passeriformes,Corvus levaillantii,60.5,40.1,17.6,21.8,55.8,308.4,108.5,200.7,35,174.4,513.1,Woodland,2,1,Omnivore,Omnivore,Generalist,5.92,33.6,22.96,87.6,4386761.18,Extant
Corvus_macrorhynchos,Corvidae,Passeriformes,Corvus macrorhynchos,63.6,44.1,17.3,22,58.3,329.3,114.1,215.2,34.6,192.1,513.1,Woodland,2,1,Omnivore,Omnivore,Generalist,-10.74,55.35,30.88,113.14,10555052.47,Extant
Corvus_meeki,Corvidae,Passeriformes,Corvus meeki,70.1,48.6,18.5,24.1,55.8,288.6,86.9,201.7,30,135.7,467,NA,1,1,Omnivore,Omnivore,Insessorial,-7.43,-5.01,-6.2,155.28,9689.88,Extant
Corvus_mellori,Corvidae,Passeriformes,Corvus mellori,55.4,36.2,13.6,17.9,59,330.8,130.4,199.4,39.5,184.7,540.4,Shrubland,2,1,Omnivore,Omnivore,Generalist,-40.48,-28.51,-33.29,143.8,1353458.96,Extant
Corvus_minutus,Corvidae,Passeriformes,Corvus minutus,45.5,31.5,11.6,16.6,50.4,241.8,83.8,158,34.6,141.5,287.8,Forest,2,1,Omnivore,Omnivore,Insessorial,NA,NA,NA,NA,NA,Extant
Corvus_monedula,Corvidae,Passeriformes,Corvus monedula,35.2,21.4,11.2,13.3,43.3,231.1,90.5,141.3,39.1,122.4,246,Human Modified,3,2,Omnivore,Omnivore,Terrestrial,30.35,67.35,48.54,45.36,13975046.48,Extant
Corvus_moneduloides,Corvidae,Passeriformes,Corvus moneduloides,43.5,28.4,11.9,17.1,47.1,238.1,54.7,183.4,23,164.6,277.4,Woodland,2,1,Omnivore,Omnivore,Generalist,-22.4,-20.09,-21.33,165.48,16389.59,Extant
Corvus_nasicus,Corvidae,Passeriformes,Corvus nasicus,58,40,13.8,18.8,52.2,271.5,95.6,175.1,35.3,162,401,Forest,2,1,Omnivore,Omnivore,Insessorial,19.83,22.66,21.23,-78.12,28429.7,Extant
Corvus_orru,Corvidae,Passeriformes,Corvus orru,60,41.1,16.7,20,55.5,321.1,117.4,198.8,37.1,161,508,Forest,2,1,Omnivore,Omnivore,Generalist,-33.75,2.64,-19.31,134.89,5438982.3,Extant
Corvus_ossifragus,Corvidae,Passeriformes,Corvus ossifragus,43.3,27.2,13.8,14.8,47.1,276.7,100.6,176.2,36.3,157.1,284.6,Coastal,3,1,Omnivore,Omnivore,Terrestrial,24.53,44.92,33.75,-84.16,970986.53,Extant
Corvus_palmarum,Corvidae,Passeriformes,Corvus palmarum,50.6,31.2,12.2,16.2,50,245.2,82.6,161.9,33.8,143.4,289,Forest,2,1,Omnivore,Omnivore,Insessorial,NA,NA,NA,NA,NA,Extant
Corvus_rhipidurus,Corvidae,Passeriformes,Corvus rhipidurus,56.4,34.5,16.4,21.9,62,373.1,131.8,241.2,35.4,149.1,611,Grassland,3,1,Omnivore,Omnivore,Terrestrial,-1.05,32.34,13.86,37.62,2756382.95,Extant
Corvus_ruficollis,Corvidae,Passeriformes,Corvus ruficollis,67.7,41.5,17.1,22,66.1,385.5,177.4,207.2,45.7,191.8,573.5,Desert,3,1,Omnivore,Omnivore,Terrestrial,11.76,47.08,25.01,24.06,12915376.88,Extant
Corvus_sinaloae,Corvidae,Passeriformes,Corvus sinaloae,43.5,28.8,12.3,13.1,40.6,248.4,89,159.5,35.9,152.6,244,Forest,2,1,Omnivore,Omnivore,Generalist,20.71,28.08,24.72,-106.93,95101.34,Extant
Corvus_splendens,Corvidae,Passeriformes,Corvus splendens,49.7,31.5,13.9,16.7,45.9,258.2,93.8,163.9,36.3,151.9,292.6,Human Modified,3,1,Omnivore,Omnivore,Terrestrial,5.92,35.52,23.16,80.57,4469957.42,Extant
Corvus_tasmanicus,Corvidae,Passeriformes,Corvus tasmanicus,63,40.5,15.4,19.2,61.9,344.4,134.1,211.7,38.8,190.3,676.3,Woodland,2,1,Omnivore,Omnivore,Generalist,-43.64,-28.71,-36.48,146.37,374479.03,Extant
Corvus_torquatus,Corvidae,Passeriformes,Corvus torquatus,57,34.6,15.5,18.5,60.9,318,111.4,204.6,35.1,177.3,470.5,Shrubland,3,1,Omnivore,Omnivore,Terrestrial,18.1,40.82,29.49,113.94,2074732.63,Extant
Corvus_tristis,Corvidae,Passeriformes,Corvus tristis,65,43.2,19.2,24,56.4,324.7,98.6,224.9,30.4,234.4,635,Forest,1,1,Omnivore,Frugivore,Insessorial,-10.7,-0.34,-5.27,140.93,693202.25,Extant
Corvus_typicus,Corvidae,Passeriformes,Corvus typicus,45.8,28.5,13.7,16.9,42.6,207,57,149.9,27.5,110.2,175,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.7,-1.09,-3.18,120.87,104370.92,Extant
Corvus_unicolor,Corvidae,Passeriformes,Corvus unicolor,46.4,30.5,14.2,16.9,43.8,201.2,60.1,141.2,29.9,104,175,Forest,1,1,Omnivore,Omnivore,Insessorial,-1.44,-1.24,-1.28,122.97,137.99,Extant
Corvus_validus,Corvidae,Passeriformes,Corvus validus,76.4,53.4,18,23.4,56.2,335.4,126.4,209,37.6,166.3,300,Forest,1,1,Herbivore,Frugivore,Insessorial,-1.74,2.65,0.64,127.98,24724.98,Extant
Corvus_woodfordi,Corvidae,Passeriformes,Corvus woodfordi,63.2,45.2,18.1,23.7,50.9,271.3,83.7,188.1,30.6,132.1,467,Forest,1,1,Omnivore,Omnivore,Insessorial,-9.95,-6.59,-8.45,159.03,13034.76,Extant
Crypsirina_cucullata,Corvidae,Passeriformes,Crypsirina cucullata,22,13.4,7.9,10.2,26.9,107.5,15.8,91.8,14.7,175.7,132.5,Forest,1,1,Carnivore,Invertivore,Insessorial,17.97,25.43,21.18,95.37,112222.33,Extant
Crypsirina_temia,Corvidae,Passeriformes,Crypsirina temia,28.2,19.2,9.8,11.8,27.7,117.5,14.7,102.6,12.5,178.9,129.5,Forest,1,1,Omnivore,Omnivore,Insessorial,-8.85,22.51,14.19,103.52,1282466.77,Extant
Cyanocitta_cristata,Corvidae,Passeriformes,Cyanocitta cristata,29.9,18.6,10.1,8.9,34.7,130,22.9,108.3,17.4,121.4,88,Woodland,2,1,Omnivore,Omnivore,Terrestrial,24.53,56.76,43.18,-90.29,6665383.16,Extant
Cyanocitta_stelleri,Corvidae,Passeriformes,Cyanocitta stelleri,33.7,21.1,10.2,9.5,43,145.8,20,125.8,13.6,133.2,128,Forest,1,1,Omnivore,Omnivore,Insessorial,12.8,61.65,41.95,-116.24,3560822.24,Extant
Cyanocorax_affinis,Corvidae,Passeriformes,Cyanocorax affinis,38.4,23.1,12.2,13.5,50.1,167.8,17.1,150.7,10.2,160,212,Forest,1,1,Omnivore,Frugivore,Insessorial,1.94,12.46,8.39,-74.71,473163.74,Extant
Cyanocorax_beecheii,Corvidae,Passeriformes,Cyanocorax beecheii,41.6,26.5,13.1,14.5,52.1,171,21.1,149.9,12.3,189,193,Forest,1,1,Omnivore,Omnivore,Insessorial,21.48,28.51,25.28,-107.27,86050.25,Extant
Cyanocorax_caeruleus,Corvidae,Passeriformes,Cyanocorax caeruleus,42.7,26.4,13.5,15.5,50.5,195.7,26.5,169.8,13.5,163.5,272,Forest,1,1,Omnivore,Omnivore,Insessorial,-32.5,-23.35,-27.49,-52.13,521253.94,Extant
Cyanocorax_cayanus,Corvidae,Passeriformes,Cyanocorax cayanus,34.1,20.8,11.5,13.1,49.3,158.4,11,147.4,6.9,154.2,175,Shrubland,2,1,Omnivore,Omnivore,Insessorial,-3.19,8.63,2.87,-57.7,1160987.21,Extant
Cyanocorax_chrysops,Corvidae,Passeriformes,Cyanocorax chrysops,36,22.6,10.9,12.7,47.5,155.1,15.6,139.5,10.1,163.5,166,Forest,1,1,Carnivore,Invertivore,Insessorial,-33.69,-2.48,-21.69,-57.57,2883955.96,Extant
Cyanocorax_cristatellus,Corvidae,Passeriformes,Cyanocorax cristatellus,38.2,24.2,12.5,14.7,47.1,194.6,39.8,154.8,20.4,137.4,178,Woodland,2,1,Omnivore,Omnivore,Insessorial,-24.21,-6.69,-15.4,-49.99,3037012.19,Extant
Cyanocorax_cyanomelas,Corvidae,Passeriformes,Cyanocorax cyanomelas,38.2,22.6,12.1,14.2,47.5,187.6,28.2,159.4,15,162.6,207,Woodland,2,1,Omnivore,Omnivore,Insessorial,-31.64,-12.19,-19.62,-59.83,1680479.72,Extant
Cyanocorax_cyanopogon,Corvidae,Passeriformes,Cyanocorax cyanopogon,34.5,19.4,10.1,11.5,45,141.7,12.6,129.1,8.8,149.6,146,Woodland,2,1,Omnivore,Omnivore,Generalist,-22.6,-2.2,-11.5,-45.07,3068149.17,Extant
Cyanocorax_dickeyi,Corvidae,Passeriformes,Cyanocorax dickeyi,39,24.2,11.1,12.5,47.4,173,15.6,157.5,9,161.2,181,Forest,1,1,Herbivore,Omnivore,Insessorial,22.28,24.53,23.4,-105.48,13431.36,Extant
Cyanocorax_heilprini,Corvidae,Passeriformes,Cyanocorax heilprini,33.5,19.7,11.1,12.7,49,163.2,16.3,146.9,10,157.3,172,Forest,2,1,Omnivore,Omnivore,Insessorial,-9.74,5.8,-2.84,-65.51,320951.37,Extant
Cyanocorax_luxuosus,Corvidae,Passeriformes,Cyanocorax luxuosus,27.7,16.4,9.2,9.4,37.5,114.4,7.8,107.2,6.7,125.7,78.5,Forest,2,1,Omnivore,Omnivore,Insessorial,NA,NA,NA,NA,NA,Extant
Cyanocorax_melanocyaneus,Corvidae,Passeriformes,Cyanocorax melanocyaneus,33.4,19.4,10.6,11.3,40.7,136.2,12.7,123.2,9.4,151.9,101,Forest,2,1,Omnivore,Invertivore,Insessorial,12.76,15.95,14.64,-88.46,123771.88,Extant
Cyanocorax_morio,Corvidae,Passeriformes,Cyanocorax morio,45.1,28.9,13.2,15.8,49.6,201.3,29.5,176.6,14.3,202.8,204,Forest,2,1,Omnivore,Omnivore,Insessorial,8.3,27.5,17.92,-91,670090.88,Extant
Cyanocorax_mystacalis,Corvidae,Passeriformes,Cyanocorax mystacalis,36.5,22.1,10.6,12.5,45.6,143.4,12.6,131.3,8.7,138,154.4,Woodland,2,1,Omnivore,Omnivore,Insessorial,-8.01,-1.11,-4.55,-80.17,81043.68,Extant
Cyanocorax_sanblasianus,Corvidae,Passeriformes,Cyanocorax sanblasianus,35.6,21.5,10.9,13,41.6,139.9,15.5,123.5,11.2,148.4,109,Forest,2,1,Omnivore,Omnivore,Insessorial,16.68,21.47,18.93,-103.01,67589.94,Extant
Cyanocorax_violaceus,Corvidae,Passeriformes,Cyanocorax violaceus,39,24.9,12.6,14.6,48,193.6,28.5,165,14.8,163.8,262,Forest,1,1,Omnivore,Omnivore,Insessorial,-14.77,10.07,-1.78,-69.31,3381230.34,Extant
Cyanocorax_yncas,Corvidae,Passeriformes,Cyanocorax yncas,30.8,15.9,9.5,10.2,39.3,125,10.3,114.7,8.3,146.2,78.5,Forest,2,1,Omnivore,Omnivore,Insessorial,NA,NA,NA,NA,NA,Extant
Cyanocorax_yucatanicus,Corvidae,Passeriformes,Cyanocorax yucatanicus,35.9,22.6,11.3,12.7,41.8,141.9,17.6,124.3,12.4,171.1,118,Woodland,2,1,Omnivore,Omnivore,Insessorial,17.05,21.61,19.16,-89.66,187835.71,Extant
Cyanolyca_argentigula,Corvidae,Passeriformes,Cyanolyca argentigula,28.2,17,8.1,9.3,34.3,118.3,9.1,109.3,7.7,120.5,200,Forest,1,1,Carnivore,Omnivore,Insessorial,8.76,10.07,9.37,-83.27,3924.6,Extant
Cyanolyca_armillata,Corvidae,Passeriformes,Cyanolyca armillata,29.5,16.2,9.2,10.3,40.9,137.6,11.8,125.1,8.6,164.2,200,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.39,9.47,5.14,-74.18,96599.98,Extant
Cyanolyca_cucullata,Corvidae,Passeriformes,Cyanolyca cucullata,32,18.2,10.2,11.2,38.5,123.9,7.9,116,6.4,130.7,101.3,Forest,1,1,Omnivore,Omnivore,Insessorial,8.5,21.72,16.04,-91.39,105285.43,Extant
Cyanolyca_mirabilis,Corvidae,Passeriformes,Cyanolyca mirabilis,23.4,14.5,6.9,8.3,32.6,106,10.3,95.7,9.7,109.3,52.4,Forest,1,1,Carnivore,Invertivore,Insessorial,16,17.74,16.83,-98.23,3738.6,Extant
Cyanolyca_nana,Corvidae,Passeriformes,Cyanolyca nana,24.1,13.2,6.5,7.3,31.6,113.4,14.9,98.5,13.1,113.9,41,Forest,1,1,Carnivore,Invertivore,Insessorial,17.14,21.26,17.98,-96.79,4670.68,Extant
Cyanolyca_pulchra,Corvidae,Passeriformes,Cyanolyca pulchra,31.6,19,10.2,11.6,40.7,133,20.5,112.5,15,132.2,101.3,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.28,5.47,2.53,-77.33,19718.93,Extant
Cyanolyca_pumilo,Corvidae,Passeriformes,Cyanolyca pumilo,27.3,15,7.4,8.1,32.4,117.6,11.6,104.9,9.9,118.4,47,Forest,1,1,Carnivore,Invertivore,Insessorial,13.79,17.37,15.21,-89.8,103163.24,Extant
Cyanolyca_turcosa,Corvidae,Passeriformes,Cyanolyca turcosa,33.4,18,9.6,10.7,39.8,137,13,123.3,9.5,143.1,97.5,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.76,1.06,-1.85,-78.6,62126.94,Extant
Cyanolyca_viridicyanus,Corvidae,Passeriformes,Cyanolyca viridicyanus,31.6,17.7,9.4,10.3,41.5,138.2,12.7,125.2,9.3,162.9,119.8,Forest,1,1,Carnivore,Invertivore,Insessorial,-18.04,-5.38,-12.56,-71.99,197888.28,Extant
Cyanopica_cyanus,Corvidae,Passeriformes,Cyanopica cyanus,28.6,17,8.3,8.5,35,136.4,21.4,114.6,15.7,197.7,95.9,Woodland,2,1,Omnivore,Omnivore,Generalist,27.45,54.31,41.98,113.04,4927539.01,Extant
Dendrocitta_bayleyi,Corvidae,Passeriformes,Dendrocitta bayleyi,27.9,16.9,9.3,11.4,27.2,116.4,17.2,98.6,14.9,181.3,102,Forest,1,1,Carnivore,Omnivore,Insessorial,10.51,13.68,12.29,92.78,5706.32,Extant
Dendrocitta_formosae,Corvidae,Passeriformes,Dendrocitta formosae,34,23.2,11.7,14.7,30.2,141.1,22.8,119.2,16,200.7,102.7,Forest,2,1,Omnivore,Omnivore,Insessorial,13.07,33.77,25.48,105.19,3328585.52,Extant
Dendrocitta_frontalis,Corvidae,Passeriformes,Dendrocitta frontalis,32.5,20.5,9.7,14.9,30,130.2,16.7,113.9,12.7,214.4,100,Forest,1,1,Carnivore,Omnivore,Insessorial,21.74,29.6,26.44,96.49,200384.69,Extant
Dendrocitta_leucogastra,Corvidae,Passeriformes,Dendrocitta leucogastra,34.5,20.9,11.7,14.8,30.7,140.9,19.1,121.4,13.5,282.4,99.2,Forest,1,1,Carnivore,Omnivore,Insessorial,8.1,17.35,12.52,75.73,107997.21,Extant
Dendrocitta_occipitalis,Corvidae,Passeriformes,Dendrocitta occipitalis,33,20.8,12,15.1,30.1,141.8,22.1,119.7,15.5,250.3,95.3,Forest,1,1,Omnivore,Omnivore,Insessorial,-5.95,6.5,1.41,107.82,333937.44,Extant
Dendrocitta_vagabunda,Corvidae,Passeriformes,Dendrocitta vagabunda,33.4,21.3,10.6,14,34.2,155,22.4,127.2,15,257.3,100,Woodland,2,1,Carnivore,Omnivore,Terrestrial,8.07,33.79,22.02,83.51,4361512.68,Extant
Garrulus_glandarius,Corvidae,Passeriformes,Garrulus glandarius,33.7,19.9,10.4,12.2,40.6,181.4,35.1,147.6,19.2,147.1,159.5,Forest,1,2,Omnivore,Omnivore,Insessorial,10.89,70.09,48.19,67.26,22919550.27,Extant
Garrulus_lanceolatus,Corvidae,Passeriformes,Garrulus lanceolatus,27.4,15.1,8.9,11.3,38,152.6,23.6,128.6,15.5,149.4,97.7,Forest,1,2,Omnivore,Omnivore,Insessorial,27.38,36.1,31.98,75.9,322480.19,Extant
Garrulus_lidthi,Corvidae,Passeriformes,Garrulus lidthi,37.8,22.7,10.8,14.4,44.3,173.8,26.9,146.9,15.5,166.8,125,Forest,1,1,Omnivore,Omnivore,Insessorial,28.01,28.52,28.28,129.41,815.32,Extant
Gymnorhinus_cyanocephalus,Corvidae,Passeriformes,Gymnorhinus cyanocephalus,37.9,23.8,8.3,8.8,37.7,147.8,39.2,107.8,26.6,106.2,104.8,Forest,2,2,Omnivore,Omnivore,Generalist,30.16,46.72,39.05,-111.57,1284048.89,Extant
Nucifraga_caryocatactes,Corvidae,Passeriformes,Nucifraga caryocatactes,49.5,36.1,12.4,14.3,39.5,190.8,47.5,143.7,24.8,128.6,182.5,Forest,1,2,Omnivore,Granivore,Insessorial,21.9,70.87,55.46,100.01,17894760.51,Extant
Nucifraga_columbiana,Corvidae,Passeriformes,Nucifraga columbiana,44.3,35.4,11.6,12.3,36.7,191,61.6,129.3,32.2,112,129.8,Forest,1,2,Omnivore,Omnivore,Insessorial,24.81,54.26,43.24,-114.14,2287629.4,Extant
Perisoreus_canadensis,Corvidae,Passeriformes,Perisoreus canadensis,24.6,14.3,9,8.6,36.3,150.4,27.2,123.2,18.1,135.9,71.6,Forest,1,1,Omnivore,Omnivore,Insessorial,33.79,68.78,56.26,-107.33,7301159.58,Extant
Perisoreus_infaustus,Corvidae,Passeriformes,Perisoreus infaustus,27.5,15.9,9.4,9.1,35.9,140.4,24.4,115.9,17.4,128.1,84.4,Forest,1,1,Omnivore,Omnivore,Insessorial,43.73,70.31,59.77,93.47,11840129.85,Extant
Perisoreus_internigrans,Corvidae,Passeriformes,Perisoreus internigrans,26.2,16.2,8.9,9,41.7,163.8,32.1,131.7,19.6,148.6,102,Forest,1,1,Omnivore,Omnivore,Insessorial,29.97,34.15,32.34,100.92,143343.38,Extant
Pica_hudsonia,Corvidae,Passeriformes,Pica hudsonia,38.6,24.7,11.1,12.9,47.7,202.8,49.6,152.1,24.6,262,177.1,Grassland,3,1,Omnivore,Omnivore,Terrestrial,33.97,65.16,49.66,-114.6,6726173.66,Extant
Pica_nuttalli,Corvidae,Passeriformes,Pica nuttalli,36.3,23.3,11.4,13.2,48.2,188.8,49.9,140.2,26.2,241.5,158.3,Shrubland,2,1,Carnivore,Omnivore,Terrestrial,34.43,40.93,37.62,-121.17,95191.28,Extant
Pica_pica,Corvidae,Passeriformes,Pica pica,40.8,26.1,12.3,13.7,49,193.2,44.6,149.9,22.9,239.6,217.5,Human Modified,3,1,Omnivore,Omnivore,Terrestrial,14.97,71.19,48.69,71.05,32086533.08,Extant
Platylophus_galericulatus,Corvidae,Passeriformes,Platylophus galericulatus,30.3,18.9,8.8,10.6,32.4,136,16.8,119,12.3,113.6,77.9,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.78,12.82,0.54,108.19,1559387.65,Extant
Platysmurus_leucopterus,Corvidae,Passeriformes,Platysmurus leucopterus,38.8,26.6,13.1,16.6,37.7,185.5,27.7,157.6,14.9,167.2,180,Forest,1,1,Omnivore,Omnivore,Insessorial,-6.08,14.09,1.46,107.87,1299814.63,Extant
Podoces_biddulphi,Corvidae,Passeriformes,Podoces biddulphi,53.8,40.8,9.5,10.3,44.4,148.6,35.6,112.9,24,99.3,130.5,Desert,3,2,Omnivore,Omnivore,Terrestrial,36.73,42.12,39.5,83.1,420108.26,Extant
