"","Phylo","Family","Order","Scientific_name","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"88","Asthenes_cactorum","Furnariidae","Passeriformes","Asthenes_cactorum",18.7,11.6,3,3.6,20.5,59,6.8,52.2,11.5,66.2,17.4,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-16.57,-7.73,-14.2,-74.76,64992.8,"Extant"
"89","Asthenes_dorbignyi","Furnariidae","Passeriformes","Asthenes_dorbignyi",14.2,9.2,2.9,3.8,22.7,64,7.9,55.9,12.4,73.3,15.9,"Shrubland",2,1,"Omnivore","Invertivore","Terrestrial",-33.5,-13.31,-24.04,-66.76,261390.67,"Extant"
"90","Asthenes_flammulata","Furnariidae","Passeriformes","Asthenes_flammulata",16.9,9.8,3.1,3.8,24.6,62.6,6,56,9.6,71.3,22.5,"Grassland",3,1,"Carnivore","Invertivore","Generalist",-11.66,7.44,-2.41,-76.92,122945.37,"Extant"
"91","Asthenes_heterura","Furnariidae","Passeriformes","Asthenes_heterura",13.9,8.4,2.6,3.2,21.1,60.2,8.2,52.5,13.7,88.8,13.5,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-25.3,-16.4,-21.53,-65.5,40109.56,"Extant"
"92","Asthenes_huancavelicae","Furnariidae","Passeriformes","Asthenes_huancavelicae",14.2,9.4,3.1,3.8,22.5,66.6,7.3,58.2,11.5,70.8,22.2,"Shrubland",2,1,"Omnivore","Invertivore","Terrestrial",-13.63,-8.59,-12.47,-74.89,18080.9,"Extant"
"93","Asthenes_hudsoni","Furnariidae","Passeriformes","Asthenes_hudsoni",18.3,11.5,3.2,4.3,24.1,74.2,11.4,61,15.8,74,19,"Grassland",3,1,"Carnivore","Invertivore","Generalist",-41.84,-30.24,-35.79,-60.77,803230.15,"Extant"
"94","Asthenes_humicola","Furnariidae","Passeriformes","Asthenes_humicola",15,9.2,3,3.7,22.1,61.4,6.9,54.2,11.3,74,20.8,"Shrubland",3,1,"Carnivore","Invertivore","Generalist",-38.41,-24.19,-31.65,-71.36,118680.46,"Extant"
"95","Asthenes_humilis","Furnariidae","Passeriformes","Asthenes_humilis",17.4,10.4,3,3.9,25.9,70.7,7.7,62.8,10.9,68.5,21,"Grassland",3,2,"Carnivore","Invertivore","Terrestrial",-17.54,-7.14,-12.25,-73.85,146012.52,"Extant"
"96","Asthenes_luizae","Furnariidae","Passeriformes","Asthenes_luizae",14.4,10.5,2.5,4.4,24.2,70,7.9,62.2,11.3,86.5,28,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-19.79,-14.93,-17.96,-43.55,14884.37,"Extant"
"97","Asthenes_maculicauda","Furnariidae","Passeriformes","Asthenes_maculicauda",16.6,8.6,2.9,3.7,23,58.6,5.9,52.6,10.1,82.6,19,"Grassland",3,1,"Carnivore","Invertivore","Generalist",-27.22,-12.97,-18.57,-67.4,48997.23,"Extant"
"98","Asthenes_modesta","Furnariidae","Passeriformes","Asthenes_modesta",16,10.1,2.7,3.6,23,68.3,7.7,60.6,11.3,73.2,16.8,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-51.23,-10.54,-32.95,-68.63,2015310.78,"Extant"
"99","Asthenes_ottonis","Furnariidae","Passeriformes","Asthenes_ottonis",14,8.5,2.6,3.3,21.5,57.7,6.5,51.3,11.3,99.7,13,"Shrubland",3,1,"Carnivore","Invertivore","Generalist",-14.31,-12.44,-13.45,-72.86,48172.58,"Extant"
"100","Asthenes_patagonica","Furnariidae","Passeriformes","Asthenes_patagonica",12.9,7.7,2.9,3.6,20.1,56.7,8.1,48.5,14.3,65.6,16.4,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-48.41,-34.67,-41.05,-67.45,585684,"Extant"
"101","Asthenes_pudibunda","Furnariidae","Passeriformes","Asthenes_pudibunda",17.1,9.8,2.7,3.3,21.8,59.8,5.7,54.1,9.6,80.5,14.9,"Shrubland",3,1,"Carnivore","Invertivore","Insessorial",-18.87,-7.92,-13.52,-74.47,89205.07,"Extant"
"102","Asthenes_pyrrholeuca","Furnariidae","Passeriformes","Asthenes_pyrrholeuca",13.8,8.4,2.5,3,19.6,59.6,10.4,48.5,17.9,80,13.2,"Shrubland",3,2,"Carnivore","Invertivore","Insessorial",-52.5,-29.06,-40.58,-68.12,1342673.81,"Extant"
"103","Asthenes_sclateri","Furnariidae","Passeriformes","Asthenes_sclateri",14.7,9.8,3,3.6,24.3,71.2,10.9,60.8,15.2,91.5,25.9,"Grassland",3,1,"Carnivore","Invertivore","Generalist",-31.67,-15.45,-22.11,-66.91,269901.52,"Extant"
"104","Asthenes_steinbachi","Furnariidae","Passeriformes","Asthenes_steinbachi",15.2,8.6,3.1,3.9,22.3,64.7,8.7,55.8,13.4,83.8,19.5,"Shrubland",2,1,"Carnivore","Invertivore","Terrestrial",-41.49,-22.06,-30.65,-67.5,273597.84,"Extant"
"105","Asthenes_urubambensis","Furnariidae","Passeriformes","Asthenes_urubambensis",15.8,9.4,3,3.5,25.3,58.1,7.2,51,12.4,87,16,"Grassland",3,1,"Carnivore","Invertivore","Insessorial",-17.63,-7.57,-13.35,-71.35,63371.51,"Extant"
"106","Asthenes_virgata","Furnariidae","Passeriformes","Asthenes_virgata",17.1,9.7,3.2,4,24.6,66.3,5.5,60.8,8.3,89.3,22,"Grassland",3,1,"Carnivore","Invertivore","Generalist",-14.31,-10.89,-12.61,-73.75,46703.35,"Extant"
"107","Asthenes_wyatti","Furnariidae","Passeriformes","Asthenes_wyatti",16.9,10.1,2.8,3.5,24.1,64.7,7.9,56.7,12.3,69,15.2,"Grassland",3,1,"Carnivore","Invertivore","Generalist",-16.82,11.24,-9.79,-73.5,176001.76,"Extant"
"108","Automolus_infuscatus","Furnariidae","Passeriformes","Automolus_infuscatus",23.4,14.4,4.7,6.5,22.5,90.6,17.8,73.3,19.5,73.8,32.9,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-14.34,8.27,-3.27,-62.06,5987976.21,"Extant"
"109","Automolus_leucophthalmus","Furnariidae","Passeriformes","Automolus_leucophthalmus",23.1,15.1,4.6,6.9,22.7,90.6,14.8,76.3,16.2,81.5,34.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-32.25,-6.54,-21.95,-48.83,1864527.71,"Extant"
"110","Automolus_melanopezus","Furnariidae","Passeriformes","Automolus_melanopezus",21.5,14.3,4.7,6.4,21.8,85.1,14.5,70.5,17.1,75.5,31.4,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-13.58,1.01,-7.54,-69.86,670422.08,"Extant"
"111","Automolus_ochrolaemus","Furnariidae","Passeriformes","Automolus_ochrolaemus",22.7,15,4.8,6.4,23.5,87.1,15.1,72,17.4,74.8,40.2,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.68,18.88,-2.68,-65.48,6428902.26,"Extant"
"112","Automolus_rubiginosus","Furnariidae","Passeriformes","Automolus_rubiginosus",26.4,16.4,4.7,6.8,25.3,85.8,9.4,76.6,10.9,77.1,39.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-14.88,21.53,0.2,-68.68,2139338.65,"Extant"
"113","Automolus_rufipileatus","Furnariidae","Passeriformes","Automolus_rufipileatus",23.4,15.1,5,6.4,23.2,86.9,11.7,75.5,13.4,79.6,34.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.23,8.82,-3.63,-62.67,4360535.3,"Extant"
"114","Berlepschia_rikeri","Furnariidae","Passeriformes","Berlepschia_rikeri",25,19.6,4.8,6.3,21,96.1,30.4,65.5,31.7,77.7,37,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-16,8.1,-4.27,-57.86,5179268.8,"Extant"
"115","Certhiaxis_cinnamomeus","Furnariidae","Passeriformes","Certhiaxis_cinnamomeus",15.8,10.9,3,3.4,18.5,59.3,7.9,51.4,13.4,62.2,15.2,"Wetland",2,1,"Carnivore","Invertivore","Insessorial",-35.43,12.63,-12.34,-54.25,8364757.31,"Extant"
"116","Certhiaxis_mustelinus","Furnariidae","Passeriformes","Certhiaxis_mustelinus",16.4,10.7,3.1,3.3,19.3,56.3,7.2,48.8,12.9,53.8,15,"Wetland",2,1,"Carnivore","Invertivore","Insessorial",-11.31,-0.6,-4.91,-64.45,693874.13,"Extant"
"117","Cichlocolaptes_leucophrus","Furnariidae","Passeriformes","Cichlocolaptes_leucophrus",27.9,16.9,4.9,6.4,22.6,91.2,14.8,74.2,16.8,82.1,50,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-27.18,-13.24,-21.91,-44.68,295487.25,"Extant"
"118","Cinclodes_albidiventris","Furnariidae","Passeriformes","Cinclodes_albidiventris",18.5,10.9,3.2,3.8,28.3,97.4,21.7,75.5,22.2,72.4,30,"Grassland",3,1,"Carnivore","Aquatic predator","Terrestrial",-6.04,11.2,1.53,-76.41,100409.39,"Extant"
"119","Cinclodes_albiventris","Furnariidae","Passeriformes","Cinclodes_albiventris",17.9,11.7,3,3.9,26.5,94.2,20,73.9,21.3,71.4,30,"Grassland",3,1,"Carnivore","Aquatic predator","Terrestrial",-29.56,-5.81,-17.11,-69.38,859854.64,"Extant"
"120","Cinclodes_antarcticus","Furnariidae","Passeriformes","Cinclodes_antarcticus",23.4,12.9,3.7,4.7,26.6,109.7,29.7,79.8,27.1,80,63.2,"Coastal",3,2,"Carnivore","Invertivore","Terrestrial",-55.98,-51.01,-53.36,-63.83,23956.68,"Extant"
"121","Cinclodes_aricomae","Furnariidae","Passeriformes","Cinclodes_aricomae",27,17.5,4.2,5.6,29.5,110.1,24.2,86.9,21.4,81,50,"Forest",2,1,"Carnivore","Invertivore","Terrestrial",-16.32,-11.86,-13.47,-71.55,5542.67,"Extant"
"122","Cinclodes_atacamensis","Furnariidae","Passeriformes","Cinclodes_atacamensis",25.8,16.5,3.7,4.8,31.3,110.4,25.8,86.2,23,84.6,53,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-33.99,-10.5,-21.05,-68.93,870994.25,"Extant"
"123","Cinclodes_comechingonus","Furnariidae","Passeriformes","Cinclodes_comechingonus",16.5,11.2,3,3.7,23.4,88.1,21,67.2,23.8,71,28.3,"Grassland",3,2,"Carnivore","Invertivore","Terrestrial",-33.2,-29.98,-31.66,-64.98,20501.31,"Extant"
"124","Cinclodes_excelsior","Furnariidae","Passeriformes","Cinclodes_excelsior",26.2,18.5,4.7,5.7,32.2,112.7,24.9,87.8,22,86.9,64,"Grassland",3,1,"Carnivore","Omnivore","Terrestrial",-3.2,5.62,0.17,-77.75,37973.19,"Extant"
"125","Cinclodes_fuscus","Furnariidae","Passeriformes","Cinclodes_fuscus",18.5,11.7,3.1,3.9,25,97.2,26.6,71,27.2,72.1,30,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",-55.98,-27.5,-43.29,-69.21,1142837.42,"Extant"
"126","Cinclodes_nigrofumosus","Furnariidae","Passeriformes","Cinclodes_nigrofumosus",27.5,16.9,4.4,5.5,31.5,114.6,24.3,90.2,21.2,88,65,"Rock",3,1,"Carnivore","Aquatic predator","Terrestrial",-39.88,-18.77,-29.71,-71.38,74685.21,"Extant"
"127","Cinclodes_olrogi","Furnariidae","Passeriformes","Cinclodes_olrogi",16.5,11,3,3.4,24.2,89.1,22.5,66.6,25.2,71,28,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-33.19,-30.71,-32.05,-64.99,14761.86,"Extant"
"128","Cinclodes_oustaleti","Furnariidae","Passeriformes","Cinclodes_oustaleti",20.3,12.4,3.1,3.8,24.7,92.6,22.6,69.3,24.5,69.8,30.5,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-55.98,-22.39,-40.66,-71.65,734371.46,"Extant"
"129","Cinclodes_pabsti","Furnariidae","Passeriformes","Cinclodes_pabsti",23.4,15.3,4.1,4.6,30.6,106.6,24.3,81.6,23.2,92,53,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-29.72,-19.11,-28.03,-49.77,21292.38,"Extant"
"130","Cinclodes_palliatus","Furnariidae","Passeriformes","Cinclodes_palliatus",28.9,18.3,4.6,5.9,36.4,130.9,23.5,107.4,17.9,98.2,103.9,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-12.11,-10.88,-11.52,-76.39,3149.32,"Extant"
"131","Cinclodes_patagonicus","Furnariidae","Passeriformes","Cinclodes_patagonicus",24.5,15.4,3.4,4.3,28.5,99.6,25.3,74.3,25.4,76.5,30.7,"Riverine",3,3,"Carnivore","Invertivore","Terrestrial",-55.98,-29.75,-44.2,-71.84,661640.55,"Extant"
"132","Cinclodes_taczanowskii","Furnariidae","Passeriformes","Cinclodes_taczanowskii",26.3,15.9,4.4,5.3,30,113.6,27.3,86.2,24,87,64.5,"Rock",3,1,"Carnivore","Invertivore","Terrestrial",-18.04,-8.88,-13.42,-75.77,24111.68,"Extant"
"133","Clibanornis_dendrocolaptoides","Furnariidae","Passeriformes","Clibanornis_dendrocolaptoides",25.7,16.6,4.4,6,29.5,91.8,9.7,82.4,10.5,99.1,48.2,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-29.17,-22.42,-25.83,-51.98,452976.71,"Extant"
"134","Coryphistera_alaudina","Furnariidae","Passeriformes","Coryphistera_alaudina",15.9,10.6,3.7,4.6,25,72.8,11.6,61.3,15.9,67.2,30,"Shrubland",2,1,"Carnivore","Invertivore","Terrestrial",-40.79,-18.18,-29.27,-62.64,1447474.66,"Extant"
"135","Cranioleuca_albicapilla","Furnariidae","Passeriformes","Cranioleuca_albicapilla",16.8,9.9,3.1,4.2,22,73.5,10.5,63.1,14.3,81.2,21.3,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-13.43,-10.93,-12.39,-73.57,18638.25,"Extant"
"136","Cranioleuca_albiceps","Furnariidae","Passeriformes","Cranioleuca_albiceps",16,9.6,2.9,4.1,21.4,64.2,7.9,55.9,12.5,69.2,17.6,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.91,-13.78,-15.97,-67.55,42265.84,"Extant"
"137","Cranioleuca_antisiensis","Furnariidae","Passeriformes","Cranioleuca_antisiensis",15.1,9.3,3,3.8,20.1,65.2,8,56.8,12.4,71.6,16.9,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-11.84,-2.53,-7.26,-78.14,106877.64,"Extant"
"138","Cranioleuca_baroni","Furnariidae","Passeriformes","Cranioleuca_baroni",17.8,10.8,3.1,4.4,23.2,77.1,11.3,66,14.5,81.8,21.3,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-11.99,-5.47,-8.66,-77.3,104903.68,"Extant"
"139","Cranioleuca_curtata","Furnariidae","Passeriformes","Cranioleuca_curtata",14.7,8.8,3.1,3.7,17.7,63.8,11.1,52.8,17.4,71.8,17.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.59,6.03,-7.09,-73.85,173903.21,"Extant"
"140","Cranioleuca_demissa","Furnariidae","Passeriformes","Cranioleuca_demissa",13.5,8.8,3.1,3.5,17.6,60.6,9.3,52,15.1,64,15.2,"Forest",1,1,"Carnivore","Invertivore","Insessorial",0.72,6.57,5.46,-62.57,77222.43,"Extant"
"141","Cranioleuca_dissita","Furnariidae","Passeriformes","Cranioleuca_dissita",14.4,9.2,3.2,3.9,16.8,61.6,8.6,53.1,13.9,61.8,15.7,"Forest",1,1,"Carnivore","Invertivore","Insessorial",7.31,7.64,7.47,-81.76,500.49,"Extant"
"142","Cranioleuca_erythrops","Furnariidae","Passeriformes","Cranioleuca_erythrops",14.6,9.5,3.2,3.7,18.6,64.8,11,55.2,16.6,71.4,16.9,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-2.92,11.01,4.76,-78.7,76469.87,"Extant"
"143","Cranioleuca_gutturata","Furnariidae","Passeriformes","Cranioleuca_gutturata",16.5,10.6,3.4,3.8,16.9,66.7,10.5,56.7,15.5,62,14.9,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.09,7.55,-4.92,-65.09,4168734.04,"Extant"
"144","Cranioleuca_hellmayri","Furnariidae","Passeriformes","Cranioleuca_hellmayri",16.2,9.5,3.1,3.6,19,64.2,12,52.8,18.7,67.3,15,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10.28,11.12,10.71,-73.59,6775.39,"Extant"
"145","Cranioleuca_henricae","Furnariidae","Passeriformes","Cranioleuca_henricae",15.9,10.8,2.7,3.8,18.6,66.7,11.6,55.1,17.3,68.2,14.9,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",-17.3,-15.49,-16.4,-67.68,1384.33,"Extant"
"146","Cranioleuca_marcapatae","Furnariidae","Passeriformes","Cranioleuca_marcapatae",18.1,9.8,3.1,4,22.4,67.6,6.8,61.2,10.1,75,19.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-14.22,-11.42,-12.98,-72.45,32650.13,"Extant"
"147","Cranioleuca_muelleri","Furnariidae","Passeriformes","Cranioleuca_muelleri",16.6,10.5,3.3,4.1,18.7,73.2,10,62.8,13.6,72.7,14.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.64,2.5,-1.39,-53.95,73902.84,"Extant"
"148","Cranioleuca_obsoleta","Furnariidae","Passeriformes","Cranioleuca_obsoleta",13.6,7.9,2.5,3.3,17.5,56.2,9,47.3,16,63,13.4,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-32.48,-22.95,-26.95,-52.7,653975.04,"Extant"
"149","Cranioleuca_pallida","Furnariidae","Passeriformes","Cranioleuca_pallida",15.5,8.7,2.6,3.4,16.6,61.2,10.4,50.6,17,63.2,11.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-24.83,-13.74,-19.69,-44.9,694100.17,"Extant"
"150","Cranioleuca_pyrrhophia","Furnariidae","Passeriformes","Cranioleuca_pyrrhophia",15.4,10,2.7,3.4,18.1,62.1,9.7,52.4,15.6,68.2,14.9,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-41.17,-15.67,-29.71,-62.55,2026269.35,"Extant"
"151","Cranioleuca_semicinerea","Furnariidae","Passeriformes","Cranioleuca_semicinerea",15.1,10.4,3.1,3.9,16.9,64,10.3,53.6,16.1,68.3,15,"Woodland",1,1,"Carnivore","Invertivore","Insessorial",-16.44,-3.82,-10.38,-41.55,987554.48,"Extant"
"152","Cranioleuca_subcristata","Furnariidae","Passeriformes","Cranioleuca_subcristata",13.8,9.6,2.8,3.4,17.8,63.5,10.2,53.2,16.1,66,14.7,"Forest",1,1,"Carnivore","Invertivore","Insessorial",4.82,11.29,9.11,-69.96,182930.19,"Extant"
"153","Cranioleuca_sulphurifera","Furnariidae","Passeriformes","Cranioleuca_sulphurifera",15.8,10.1,2.7,3.5,18.4,56.8,9.4,47.4,16.6,69.2,13.5,"Wetland",2,1,"Carnivore","Invertivore","Insessorial",-41.17,-29.02,-34.34,-58.33,711047.93,"Extant"
"154","Cranioleuca_vulpecula","Furnariidae","Passeriformes","Cranioleuca_vulpecula",17.2,10.9,3.4,4.2,19.9,69.7,10.2,58.8,14.8,62.8,18.9,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-11.29,-0.22,-4.96,-67.93,340457.78,"Extant"
"155","Cranioleuca_vulpina","Furnariidae","Passeriformes","Cranioleuca_vulpina",14.5,9.2,3.2,3.7,18.6,64.3,9.9,54.5,15.3,64.8,15.7,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-23.67,10.02,-8.9,-53.75,5731362.69,"Extant"
"156","Dendrocincla_turdina","Furnariidae","Passeriformes","Dendrocincla_turdina",28.1,18,6.6,7.4,22.4,103.1,20.1,83.3,19.4,81.6,39,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-29.58,-12.17,-22.57,-48.23,1193430.6,"Extant"
"157","Furnarius_cinnamomeus","Furnariidae","Passeriformes","Furnarius_cinnamomeus",27.1,15.7,4,4.7,33.2,97.6,16.9,80.7,17.4,63.6,41.2,"Shrubland",2,1,"Carnivore","Invertivore","Terrestrial",-9.32,1.85,-3.68,-79.71,170281,"Extant"
"158","Furnarius_cristatus","Furnariidae","Passeriformes","Furnarius_cristatus",16.7,11.2,3.1,3.6,26.3,73.8,11.9,61.9,16.1,59.2,25.5,"Shrubland",2,1,"Carnivore","Invertivore","Terrestrial",-33.03,-20.55,-26.55,-62.36,679538.36,"Extant"
"159","Furnarius_figulus","Furnariidae","Passeriformes","Furnarius_figulus",18.6,13.9,3.7,4.4,25.6,83.2,14.1,69.1,17.4,58,28,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-23.71,-1.13,-10.71,-44.01,1971356.28,"Extant"
"160","Furnarius_leucopus","Furnariidae","Passeriformes","Furnarius_leucopus",23.3,16.3,4,4.8,29.9,89.2,14.7,74.4,16.4,61.8,54.8,"Shrubland",2,1,"Carnivore","Invertivore","Terrestrial",-20.96,4.4,-9.74,-56.49,4783071.89,"Extant"
"161","Furnarius_longirostris","Furnariidae","Passeriformes","Furnarius_longirostris",25.8,16.7,4.2,5,29.1,89.7,11.5,78.2,12.8,55.2,49,"Shrubland",2,1,"Carnivore","Invertivore","Terrestrial",5.57,12.46,9.46,-73.06,269335.86,"Extant"
"162","Furnarius_minor","Furnariidae","Passeriformes","Furnarius_minor",19.3,12.9,3.3,3.8,24.8,73.7,9.9,64,13.4,50.2,25.8,"Shrubland",1,1,"Carnivore","Invertivore","Terrestrial",-7.88,-0.02,-3.58,-65.68,319149.09,"Extant"
"163","Furnarius_rufus","Furnariidae","Passeriformes","Furnarius_rufus",23.4,15.3,3.9,4.8,30.9,95.8,15.4,80.3,16.1,67.4,46.4,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-43.29,-8.78,-22.97,-55.1,6181562.76,"Extant"
"164","Furnarius_torridus","Furnariidae","Passeriformes","Furnarius_torridus",24.4,16.4,4.4,4.9,27.9,89.2,11.7,77.5,13.1,53.2,52.3,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-8.3,-0.83,-4.37,-73.03,87570.32,"Extant"
"165","Geositta_antarctica","Furnariidae","Passeriformes","Geositta_antarctica",15.9,9.7,3.4,3.9,20.7,105.5,37.4,68,35.5,60,36.9,"Grassland",3,1,"Omnivore","Invertivore","Terrestrial",-54.7,-47.52,-51.36,-70.31,107683.56,"Extant"
"166","Geositta_crassirostris","Furnariidae","Passeriformes","Geositta_crassirostris",27.8,19.4,5.3,5.6,26.4,90,14.3,76,15.8,59.2,55.8,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-16.58,-10.73,-14.07,-74.59,51583.5,"Extant"
"167","Geositta_cunicularia","Furnariidae","Passeriformes","Geositta_cunicularia",20.2,13,3.5,3.7,21.2,89.8,21.3,67.9,23.6,49.6,28.5,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-55.98,-10.1,-35.37,-65.59,2912290.54,"Extant"
"168","Geositta_isabellina","Furnariidae","Passeriformes","Geositta_isabellina",20.7,12.5,3.7,4.3,20.6,115.5,36.8,78.2,31.9,65,42.7,"Grassland",3,2,"Carnivore","Invertivore","Terrestrial",-36.04,-26.46,-31.64,-69.89,63743.16,"Extant"
"169","Geositta_maritima","Furnariidae","Passeriformes","Geositta_maritima",15.2,9.5,3,3.2,18.1,81.8,21.5,59.6,26.5,50.1,16.5,"Shrubland",3,2,"Carnivore","Invertivore","Terrestrial",-29.35,-8.27,-18.84,-72.45,158400.3,"Extant"
"170","Geositta_peruviana","Furnariidae","Passeriformes","Geositta_peruviana",17.3,10.5,3.2,3.6,20.7,77.5,18.2,59.4,23.5,51.4,20.8,"Shrubland",3,1,"Carnivore","Invertivore","Terrestrial",-15.89,-3.52,-9.5,-78.35,54662.98,"Extant"
"171","Geositta_poeciloptera","Furnariidae","Passeriformes","Geositta_poeciloptera",16.1,10.4,3.4,4,19.6,74.5,14.9,59.6,20,42.1,18,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-24.07,-12.14,-17.68,-49.67,1456963.68,"Extant"
"172","Geositta_punensis","Furnariidae","Passeriformes","Geositta_punensis",16.9,10.7,3.4,3.7,21.8,90.8,19,71.5,21,54.6,25.8,"Grassland",3,1,"Omnivore","Invertivore","Terrestrial",-26.91,-16.1,-22.11,-67.42,382860.93,"Extant"
"173","Geositta_rufipennis","Furnariidae","Passeriformes","Geositta_rufipennis",18.6,10,3.7,4,24,101.2,23.7,77.1,23.4,60.2,32.4,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-46.31,-16.1,-30.51,-68.91,757788,"Extant"
"174","Geositta_saxicolina","Furnariidae","Passeriformes","Geositta_saxicolina",16.5,10.4,3.3,3.8,21.2,101.4,26.3,75.6,25.9,59.8,32.9,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-13.63,-10.88,-12.24,-75.25,44751.85,"Extant"
"175","Geositta_tenuirostris","Furnariidae","Passeriformes","Geositta_tenuirostris",30.8,22.9,3.3,4.1,23,110.6,31.1,80.4,27.9,66.9,32.2,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-28.19,-0.72,-16.71,-69.95,622360.29,"Extant"
"176","Gyalophylax_hellmayri","Furnariidae","Passeriformes","Gyalophylax_hellmayri",15.3,11.3,3.3,4.9,21.5,69.7,8.4,60.3,12.4,73.7,25.5,"Shrubland",2,1,"Carnivore","Invertivore","Generalist",-14.96,-6.02,-9.44,-39.85,24914.84,"Extant"
"177","Heliobletus_contaminatus","Furnariidae","Passeriformes","Heliobletus_contaminatus",14.6,9.2,3,4,17.8,69.1,13.8,55.6,19.9,52.9,14,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-32.21,-19.38,-25.33,-50.42,815159.11,"Extant"
"178","Hellmayrea_gularis","Furnariidae","Passeriformes","Hellmayrea_gularis",15.6,8.2,2.7,2.8,21.1,57.6,7,50.4,12.3,53.6,12.4,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-13.3,10.63,-0.87,-76.28,170416.44,"Extant"
"179","Hylocryptus_erythrocephalus","Furnariidae","Passeriformes","Hylocryptus_erythrocephalus",32.2,21.1,4.8,6.7,27.2,91.3,8.2,83,9.1,87.4,46.5,"Woodland",2,2,"Carnivore","Invertivore","Terrestrial",-6.57,-1.06,-4.46,-80.05,18640,"Extant"
"180","Hylocryptus_rectirostris","Furnariidae","Passeriformes","Hylocryptus_rectirostris",28.2,18.8,4.6,6.2,27.3,98,11.1,85.8,11.4,91.9,48,"Forest",2,1,"Carnivore","Invertivore","Terrestrial",-23.91,-12.97,-18.45,-49.29,1421864.09,"Extant"
"181","Hyloctistes_subulatus","Furnariidae","Passeriformes","Hyloctistes_subulatus",25.4,15.6,4.5,5.7,20,79.6,16,65,20.1,68.3,28.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-16.11,7.66,-4.61,-67.66,3284717.79,"Extant"
"182","Hyloctistes_virgatus","Furnariidae","Passeriformes","Hyloctistes_virgatus",25.7,15.8,4.8,6.2,20.5,82.8,13.2,67.8,16.3,72.2,28.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.55,15.45,5.87,-79.04,202232.98,"Extant"
"183","Leptasthenura_aegithaloides","Furnariidae","Passeriformes","Leptasthenura_aegithaloides",9.9,6.1,2.3,3.1,17,61.5,11.4,50.7,18.4,91.8,10.7,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-53.86,-15.25,-36.59,-68.38,1805252.84,"Extant"
