"","Phylo","Family","Order","Scientific_name","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"86","Schiffornis_virescens","Cotingidae","Passeriformes","Schiffornis_virescens",13.9,8.6,3.8,4.5,21.4,80.2,12.5,67,15.7,64.2,25.6,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-30.99,-13.29,-22.19,-49.62,1662556.58,"Extant"
"87","Snowornis_cryptolophus","Cotingidae","Passeriformes","Snowornis_cryptolophus",24.7,12.7,7.2,7.8,23.6,127,26.8,100.2,21.1,98.2,73.6,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-9.62,6.42,-4.16,-76.89,109184.97,"Extant"
"88","Snowornis_subalaris","Cotingidae","Passeriformes","Snowornis_subalaris",24.9,12.1,6.6,7,20,129.4,30,99.3,23.2,101.1,81.2,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-12.85,1.49,-5.73,-76.38,59762.19,"Extant"
"89","Tijuca_atra","Cotingidae","Passeriformes","Tijuca_atra",27.4,15,8.5,9.3,29.6,145,29.3,115.7,20.2,115.5,129,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-23.56,-21.81,-22.54,-44.17,12392.12,"Extant"
"90","Tijuca_condita","Cotingidae","Passeriformes","Tijuca_condita",18.7,12.6,5.6,6.9,25.7,121,17,103.9,14,105.4,80,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-22.61,-22.25,-22.42,-42.98,250.46,"Extant"
"91","Tityra_cayana","Cotingidae","Passeriformes","Tityra_cayana",28.2,19.5,11.4,10.6,24.5,116.7,31,87.3,26.2,71,68.1,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-30.11,12.2,-8.27,-57.09,11903336.65,"Extant"
"92","Tityra_inquisitor","Cotingidae","Passeriformes","Tityra_inquisitor",26.3,18.5,11.6,9.2,21.6,105.7,28.1,77.9,26.5,65.6,43.1,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-30.12,21.72,-7.47,-58.6,11190798.84,"Extant"
"93","Tityra_semifasciata","Cotingidae","Passeriformes","Tityra_semifasciata",28,18.2,10.4,10.7,25.6,120.5,30.7,93.4,24.8,71.7,79.3,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-26.55,27.43,-4.18,-66.82,6821138.58,"Extant"
"94","Xenopsaris_albinucha","Cotingidae","Passeriformes","Xenopsaris_albinucha",10.7,7.7,3.9,3.9,14,63.9,13.3,50.9,20.7,58.4,10,"Forest",2,2,"Carnivore","Invertivore","Insessorial",-34.61,11.22,-15.73,-53.32,4453736.32,"Extant"
"95","Xipholena_atropurpurea","Cotingidae","Passeriformes","Xipholena_atropurpurea",18.3,10.2,5.2,5.4,20.3,110.2,24,86,21.8,65.1,61.3,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-22.27,-6.62,-18.18,-39.74,1836.59,"Extant"
"96","Xipholena_lamellipennis","Cotingidae","Passeriformes","Xipholena_lamellipennis",19.8,10.2,6.1,5.4,20.9,109.8,18.7,90.1,17.2,74.2,53.8,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-9.57,-0.58,-4.78,-51.35,1007777.54,"Extant"
"97","Xipholena_punicea","Cotingidae","Passeriformes","Xipholena_punicea",18.2,10.7,6.3,5.7,22.7,124,16.3,107.4,13.3,66,68.1,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-15.7,8.65,-2.57,-60.96,3624635.86,"Extant"
"98","Zaratornis_stresemanni","Cotingidae","Passeriformes","Zaratornis_stresemanni",18.1,9.2,6.2,7.2,25.8,112.5,23.7,88.8,21.1,84,52.1,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-15.03,-7.93,-10.73,-76.65,43849.89,"Extant"
"99","Antilophia_bokermanni","Pipridae","Passeriformes","Antilophia_bokermanni",11.9,6.8,4,5.2,17.9,75.4,7.3,68.1,9.8,63.2,19.8,"Woodland",2,1,"Herbivore","Frugivore","Insessorial",-7.45,-7.22,-7.35,-39.34,24.23,"Extant"
"100","Antilophia_galeata","Pipridae","Passeriformes","Antilophia_galeata",13.7,6.8,4,4.4,18,77.2,9.5,67.8,12.3,60.8,21.5,"Forest",2,1,"Omnivore","Frugivore","Insessorial",-24.27,-4.97,-16.49,-50.62,1960407.09,"Extant"
"101","Chiroxiphia_boliviana","Pipridae","Passeriformes","Chiroxiphia_boliviana",11.9,6,3.7,4,18.3,68,11.4,56.4,16.8,45.6,17.1,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-20.56,-12.77,-15.93,-67.09,78997.54,"Extant"
"102","Chiroxiphia_caudata","Pipridae","Passeriformes","Chiroxiphia_caudata",13.8,7.3,4,4.6,19.8,75.9,13.4,63,17.6,57.8,25.6,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-32.25,-14.75,-23.46,-49.78,1459549.86,"Extant"
"103","Chiroxiphia_lanceolata","Pipridae","Passeriformes","Chiroxiphia_lanceolata",12.2,6.6,4.1,4.2,18.1,70.2,7.8,62.4,11.1,48.7,18.5,"Woodland",1,1,"Herbivore","Frugivore","Insessorial",4.24,12.49,9.43,-71.36,420162.32,"Extant"
"104","Chiroxiphia_linearis","Pipridae","Passeriformes","Chiroxiphia_linearis",11.7,6.4,4.2,4.5,17.5,68.9,6.8,63.1,9.6,118.2,17.4,"Woodland",1,1,"Herbivore","Frugivore","Insessorial",9.55,17.24,13.02,-87.96,101728.76,"Extant"
"105","Chiroxiphia_pareola","Pipridae","Passeriformes","Chiroxiphia_pareola",11.4,6.5,4.4,4.9,17.8,69.4,8.2,59.1,12.2,34.4,16.8,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-23.37,11.35,-4.86,-59.21,5040298.89,"Extant"
"106","Corapipo_altera","Pipridae","Passeriformes","Corapipo_altera",9.7,5.6,3.5,3.6,16.4,57.8,11,47.3,18.8,30.5,11.8,"Forest",1,1,"Herbivore","Frugivore","Insessorial",3.23,15.88,10.56,-82.26,177536.18,"Extant"
"107","Corapipo_gutturalis","Pipridae","Passeriformes","Corapipo_gutturalis",9.9,5.9,3.1,3.2,15,56.4,11.6,44.9,20.6,27.2,8.2,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-3.09,7.51,2.81,-57.75,1107394.3,"Extant"
"108","Corapipo_leucorrhoa","Pipridae","Passeriformes","Corapipo_leucorrhoa",10.2,5.6,3.2,3.5,14.9,58,11,47.3,18.8,35,11.7,"Forest",1,1,"Herbivore","Frugivore","Insessorial",5.51,11.22,7.68,-73.71,89572.4,"Extant"
"109","Heterocercus_aurantiivertex","Pipridae","Passeriformes","Heterocercus_aurantiivertex",14.1,8.4,5,4.5,15.6,81,19.2,61.8,23.7,51,21.5,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-5.72,-0.15,-3.14,-74.92,233954.07,"Extant"
"110","Heterocercus_flavivertex","Pipridae","Passeriformes","Heterocercus_flavivertex",14.7,9.4,4.4,4.3,13.6,82.4,15.4,66.1,18.9,49.2,21.3,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-3.28,6.22,1.33,-66.19,827963.87,"Extant"
"111","Heterocercus_linteatus","Pipridae","Passeriformes","Heterocercus_linteatus",14.6,8.8,4.7,4.4,15.5,85.5,17.9,67.7,20.9,51.2,21.2,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-15.14,-1.94,-8.09,-59.59,2146985.54,"Extant"
"112","Ilicura_militaris","Pipridae","Passeriformes","Ilicura_militaris",9.4,5.2,2.8,3.1,17.8,61.2,13.8,46.9,22.6,50.8,12.7,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-27.34,-13.96,-21.4,-46.41,840759.23,"Extant"
"113","Lepidothrix_coeruleocapilla","Pipridae","Passeriformes","Lepidothrix_coeruleocapilla",10.4,5.6,3.4,3.1,15,53.3,10,43.2,18.7,25.8,9.7,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-14.37,-7.93,-11.51,-73.45,140252.42,"Extant"
"114","Lepidothrix_coronata","Pipridae","Passeriformes","Lepidothrix_coronata",10.9,6.5,3.7,3.4,14.2,56.8,10.2,47,17.9,26.6,8.3,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-17.39,9.77,-3.54,-69.63,3221211.22,"Extant"
"115","Lepidothrix_iris","Pipridae","Passeriformes","Lepidothrix_iris",11.2,6.9,4.6,4.2,13.6,51.7,9.9,41.6,19.2,27,8,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-12.58,-0.58,-5.6,-50.08,487329.79,"Extant"
"116","Lepidothrix_isidorei","Pipridae","Passeriformes","Lepidothrix_isidorei",10.3,5.2,3.3,3.2,14.1,51,10,41,19.7,25.6,7.8,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-8.61,5.21,-3.88,-77.11,87651.58,"Extant"
"117","Lepidothrix_nattereri","Pipridae","Passeriformes","Lepidothrix_nattereri",9.4,6.4,3.7,3.6,12.1,49.7,9.5,40.3,19.1,26.4,8.4,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-14.93,-2.14,-9.67,-58.52,865198.46,"Extant"
"118","Lepidothrix_serena","Pipridae","Passeriformes","Lepidothrix_serena",11.4,6.2,3.7,4.2,15.2,52.8,11.3,41.5,21.4,31.2,11.4,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-3.32,7.11,1.27,-54.82,583711.44,"Extant"
"119","Lepidothrix_suavissima","Pipridae","Passeriformes","Lepidothrix_suavissima",11,6.5,3.8,3.6,15.2,56.4,10.8,44.9,19.4,27.8,8.5,"Forest",1,1,"Omnivore","Frugivore","Insessorial",0.74,7.51,4.95,-62.66,310206.62,"Extant"
"120","Lepidothrix_vilasboasi","Pipridae","Passeriformes","Lepidothrix_vilasboasi",10.6,6,3.9,3.7,13.2,55.2,10.4,44.8,18.9,30.8,8.4,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-8.48,-4.72,-6.81,-56.71,78956.99,"Extant"
"121","Machaeropterus_deliciosus","Pipridae","Passeriformes","Machaeropterus_deliciosus",11.6,6.2,3.8,3.4,16.8,61.4,12.5,48.5,20.5,24.5,12.7,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-3.93,5.48,1.7,-78.02,40123.57,"Extant"
"122","Machaeropterus_pyrocephalus","Pipridae","Passeriformes","Machaeropterus_pyrocephalus",10.1,5.6,3.5,3.1,14.3,52.2,11.8,40.4,22.6,22.5,9.5,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-17.34,7.65,-9.94,-60.77,2227740.97,"Extant"
"123","Machaeropterus_regulus","Pipridae","Passeriformes","Machaeropterus_regulus",9.8,5.3,3.3,3.1,13.9,52.4,12.3,40.8,23.1,22.5,9.3,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-22.99,10.3,-1.65,-69.31,2205126.34,"Extant"
"124","Manacus_aurantiacus","Pipridae","Passeriformes","Manacus_aurantiacus",12.4,6,3.6,3.3,19,46.8,6.4,40.4,13.6,28.5,15.5,"Forest",1,1,"Herbivore","Frugivore","Insessorial",7.2,9.76,8.34,-82.01,29625.42,"Extant"
"125","Manacus_candei","Pipridae","Passeriformes","Manacus_candei",12.6,6.8,4.1,3.9,22,55.7,9.5,45.6,17.2,35.9,19.8,"Forest",1,1,"Herbivore","Frugivore","Insessorial",9.26,18.58,15.48,-88.53,283521.13,"Extant"
"126","Manacus_manacus","Pipridae","Passeriformes","Manacus_manacus",11.5,6.8,4.4,4.2,20.9,52.2,8.4,44.5,15.9,32.8,16.7,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-28.87,12.46,-4.94,-60.3,7524946.19,"Extant"
"127","Manacus_vitellinus","Pipridae","Passeriformes","Manacus_vitellinus",13.3,7,4.3,4.1,20.7,54.7,7.4,47.1,13.6,35,18.2,"Forest",1,1,"Herbivore","Frugivore","Insessorial",2.37,9.64,7.23,-77.61,118914.75,"Extant"
"128","Masius_chrysopterus","Pipridae","Passeriformes","Masius_chrysopterus",10.3,5.2,3.8,3.6,17,59,8,54,12.8,42.1,11.5,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-6.29,9.69,1.38,-76.35,176828.86,"Extant"
"129","Neopelma_aurifrons","Pipridae","Passeriformes","Neopelma_aurifrons",12.7,8.3,4.2,4.3,15.7,71,15.1,55.9,21.3,50,14,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-22.48,-12.37,-16.48,-40.67,5071.66,"Extant"
"130","Neopelma_chrysocephalum","Pipridae","Passeriformes","Neopelma_chrysocephalum",14.6,9.4,4.9,4.1,15.2,65.2,13.3,51.9,20.4,46.5,15.5,"Shrubland",1,1,"Omnivore","Frugivore","Insessorial",-4.13,7.68,3.12,-62.81,704022.97,"Extant"
"131","Neopelma_chrysolophum","Pipridae","Passeriformes","Neopelma_chrysolophum",11.2,6.3,4.2,3.4,16.5,66.2,11.5,54.8,17.4,56.2,14.2,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-25.29,-20.1,-22.44,-44.9,159645.19,"Extant"
"132","Neopelma_pallescens","Pipridae","Passeriformes","Neopelma_pallescens",14.2,8.6,4.6,4.7,15.2,72.2,13.6,63.1,17.7,59.4,18.2,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-22.76,2.91,-12.73,-49.91,2439572.76,"Extant"
"133","Neopelma_sulphureiventer","Pipridae","Passeriformes","Neopelma_sulphureiventer",14.8,8.3,4.6,4,15.7,71.8,11.6,60.2,16.1,57.4,15.7,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.42,-4.85,-11.06,-68.79,1158804.6,"Extant"
"134","Pipra_aureola","Pipridae","Passeriformes","Pipra_aureola",12.9,7.3,3.9,3.9,15.4,64.5,12.4,52,19.3,31.8,16.1,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-7.9,10.77,1.45,-56.15,671432.52,"Extant"
"135","Pipra_chloromeros","Pipridae","Passeriformes","Pipra_chloromeros",12.8,7.3,4,3.9,15.9,60.6,11.2,49.4,18.5,26.2,16.5,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-17.7,-6.14,-11.54,-71.79,472743.22,"Extant"
"136","Pipra_cornuta","Pipridae","Passeriformes","Pipra_cornuta",13.6,7.2,4.1,4.3,17.4,65.1,9,56.1,13.8,44,25.3,"Forest",1,1,"Herbivore","Frugivore","Insessorial",0.57,7.61,4.97,-64.21,345161.44,"Extant"
"137","Pipra_erythrocephala","Pipridae","Passeriformes","Pipra_erythrocephala",11.9,6.6,3.9,4,15,59,11.4,45.8,20,21.1,13.4,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-7.44,12.46,2.01,-65.49,3456038.86,"Extant"
"138","Pipra_fasciicauda","Pipridae","Passeriformes","Pipra_fasciicauda",14,7.3,4.1,4,16,63.7,12.7,50.9,20,29.8,15.9,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-26.93,-3.2,-13.45,-57.92,4779358.8,"Extant"
"139","Pipra_filicauda","Pipridae","Passeriformes","Pipra_filicauda",12.4,7.6,4.3,4.1,15.7,65.4,11.1,53.6,17.2,54.5,15.4,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-8.04,10.97,-0.65,-69.07,2614150.07,"Extant"
"140","Pipra_mentalis","Pipridae","Passeriformes","Pipra_mentalis",12.1,6.7,4.4,4,14.7,58.5,9.8,49.2,16.5,28,15,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-4.14,21.35,12.96,-86.21,558740.47,"Extant"
"141","Pipra_pipra","Pipridae","Passeriformes","Pipra_pipra",12,6.6,4.4,4.1,14.1,62,10.6,51,17.3,26.6,11.1,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-22.99,11.05,-1.7,-61.99,4953783.66,"Extant"
"142","Pipra_rubrocapilla","Pipridae","Passeriformes","Pipra_rubrocapilla",10.4,6,3.8,4.1,12.6,61.2,11.5,47,19.7,31.4,12,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-23.01,-0.1,-7.87,-57.79,3391760.24,"Extant"
"143","Piprites_chloris","Pipridae","Passeriformes","Piprites_chloris",11.7,7.2,4.2,4.7,16.8,66.2,16.7,49.3,25.3,50.3,16,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-27.82,11.25,-4.83,-62.48,7073219.6,"Extant"
"144","Piprites_griseiceps","Pipridae","Passeriformes","Piprites_griseiceps",11.4,6.7,4.5,4.7,15.8,63.8,15.4,48.4,24.1,47.8,16,"Forest",1,1,"Omnivore","Omnivore","Insessorial",9.46,16.03,13.47,-84.95,119822.91,"Extant"
"145","Piprites_pileata","Pipridae","Passeriformes","Piprites_pileata",11.4,6.4,4.3,5,17.7,72,18.8,53.2,26.1,50.4,15,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-29.42,-22.15,-25.79,-50.08,45097.1,"Extant"
"146","Tyranneutes_stolzmanni","Pipridae","Passeriformes","Tyranneutes_stolzmanni",10.3,6.2,3.7,3.1,11.5,47.2,13.6,33.3,28.9,23.2,7.2,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-15.68,7.22,-5.13,-63.73,5293137.56,"Extant"
"147","Tyranneutes_virescens","Pipridae","Passeriformes","Tyranneutes_virescens",11.2,7.4,3.9,3.4,11.8,50.2,15.3,34.4,30.9,20.4,7.2,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-3.3,8.44,2.25,-57.05,1189030.51,"Extant"
"148","Xenopipo_atronitens","Pipridae","Passeriformes","Xenopipo_atronitens",13.9,7.8,4.3,4.2,14.3,70.3,12.5,57.3,17.9,45.8,15.5,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-14.93,6.96,-1.26,-59.11,1985208.12,"Extant"
"149","Xenopipo_flavicapilla","Pipridae","Passeriformes","Xenopipo_flavicapilla",11.2,6,3.8,3.8,16.1,76.3,14.8,63.5,18.9,49.8,17.8,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-1.56,6.82,2.7,-76.51,32718.71,"Extant"
"150","Xenopipo_holochlora","Pipridae","Passeriformes","Xenopipo_holochlora",14.1,7.4,4,4.1,14.9,71,14.3,56.8,20.1,45.2,14.9,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-14.01,9.44,-2.74,-76.41,482704.78,"Extant"
"151","Xenopipo_unicolor","Pipridae","Passeriformes","Xenopipo_unicolor",13.6,6.7,3.7,3.6,14.9,72.2,13.8,58.2,19.1,46.3,15.5,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-14.06,-0.22,-7.41,-76.08,57212.37,"Extant"
"152","Xenopipo_uniformis","Pipridae","Passeriformes","Xenopipo_uniformis",14.5,7.2,4.8,4.2,16.1,78,16.1,61.9,20.7,53,17.9,"Forest",1,1,"Herbivore","Frugivore","Insessorial",3.28,6.83,5.28,-63.19,70300.47,"Extant"
"153","Agriornis_albicauda","Tyrannidae","Passeriformes","Agriornis_albicauda",32.4,18.6,7,8.6,39.7,141.3,35.2,106,24.9,113.1,53,"Shrubland",3,1,"Carnivore","Vertivore","Insessorial",-27.47,0,-15.22,-71.16,579914.07,"Extant"
"154","Agriornis_lividus","Tyrannidae","Passeriformes","Agriornis_lividus",35.4,19.1,7.1,7.6,38,127.7,27.5,100.2,21.5,105.4,99.1,"Shrubland",2,1,"Carnivore","Vertivore","Insessorial",-54.79,-25.79,-43.55,-72.22,592911.81,"Extant"
"155","Agriornis_micropterus","Tyrannidae","Passeriformes","Agriornis_micropterus",32.8,17.6,6.3,7.1,33.8,118.9,29.2,89.7,24.5,99.6,67.8,"Shrubland",2,2,"Carnivore","Vertivore","Insessorial",-51.47,-13.58,-33.46,-67.47,1049872.73,"Extant"
"156","Agriornis_montanus","Tyrannidae","Passeriformes","Agriornis_montanus",30.4,17.4,5.8,5.7,33.1,131.3,33,98.2,25.1,98.2,63.3,"Shrubland",3,1,"Carnivore","Omnivore","Insessorial",-50.11,2.51,-30.52,-68.63,2168659.57,"Extant"
"157","Agriornis_murinus","Tyrannidae","Passeriformes","Agriornis_murinus",22.3,11.5,4.7,4.1,27.5,97,23.3,73.7,24,74.2,29.9,"Shrubland",3,3,"Carnivore","Vertivore","Insessorial",-46.04,-28.47,-39,-67.07,653171.66,"Extant"
"158","Alectrurus_risora","Tyrannidae","Passeriformes","Alectrurus_risora",17.8,9.8,6.3,4.6,23.2,73,16.2,56.8,22.3,156.2,21,"Grassland",3,3,"Carnivore","Invertivore","Insessorial",-28.8,-24.45,-26.39,-56.9,98768.33,"Extant"
"159","Alectrurus_tricolor","Tyrannidae","Passeriformes","Alectrurus_tricolor",14.8,8.1,5.8,4.9,19.6,67.6,15.1,52.2,22.3,51.2,16,"Grassland",3,2,"Carnivore","Invertivore","Insessorial",-26.87,-11.94,-19.09,-52.45,1047721.78,"Extant"
"160","Anairetes_agilis","Tyrannidae","Passeriformes","Anairetes_agilis",11,5.7,3.6,2.9,18.3,57.4,6,49.8,10.8,66.7,10.1,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.98,8.03,0.64,-77.15,53360.05,"Extant"
"161","Anairetes_agraphia","Tyrannidae","Passeriformes","Anairetes_agraphia",11.5,6.1,3.5,3.2,18.6,55.6,5.6,48,10.4,71.2,9.9,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-13.46,-5.44,-9.88,-75.6,76899.65,"Extant"
"162","Anairetes_alpinus","Tyrannidae","Passeriformes","Anairetes_alpinus",12.4,5.9,2.8,2.7,22.1,63.5,9.6,54,15.1,63,9,"Forest",3,1,"Carnivore","Invertivore","Insessorial",-16.47,-7.57,-10.7,-75.83,11772.35,"Extant"
"163","Anairetes_fernandezianus","Tyrannidae","Passeriformes","Anairetes_fernandezianus",13.3,8.2,3.5,2.9,22,55.9,7.6,48.3,13.5,56.2,6.9,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-33.68,-33.59,-33.63,-78.87,93.26,"Extant"
"164","Anairetes_flavirostris","Tyrannidae","Passeriformes","Anairetes_flavirostris",10.7,5.7,3,3.1,18.3,48,6.2,41.8,12.9,51.8,6,"Shrubland",2,2,"Carnivore","Invertivore","Insessorial",-44.88,-5.46,-28.25,-67.68,1523046.25,"Extant"
"165","Anairetes_nigrocristatus","Tyrannidae","Passeriformes","Anairetes_nigrocristatus",12.8,6.3,2.9,2.5,21.6,57.8,6.3,51.4,11,61.5,9.2,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-10.85,-4.36,-7.72,-77.86,48678.07,"Extant"
"166","Anairetes_parulus","Tyrannidae","Passeriformes","Anairetes_parulus",11.7,5.8,2.4,2.1,18.5,49.1,7,42.1,14.3,51,6.2,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-55.98,2.52,-35.59,-69.2,2638454.78,"Extant"
"167","Anairetes_reguloides","Tyrannidae","Passeriformes","Anairetes_reguloides",15,5.8,2.6,2.4,19.8,52.4,8.1,44.3,15.4,48,5.9,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-18.64,-8.77,-13.71,-75.03,103712.53,"Extant"
"168","Aphanotriccus_audax","Tyrannidae","Passeriformes","Aphanotriccus_audax",13.9,8,5.2,3.4,15.3,54.6,9.3,45.9,16.8,45.8,11.2,"Forest",2,1,"Carnivore","Invertivore","Insessorial",5.69,11.34,8.48,-75.3,183769.68,"Extant"
"169","Aphanotriccus_capitalis","Tyrannidae","Passeriformes","Aphanotriccus_capitalis",16,7.4,5.4,3.5,14.5,58.7,10.4,49.2,17.3,50.6,11.8,"Forest",2,1,"Carnivore","Invertivore","Insessorial",9.69,11.03,10.5,-84.29,8010.01,"Extant"
"170","Arundinicola_leucocephala","Tyrannidae","Passeriformes","Arundinicola_leucocephala",17,11.5,5.8,5,16.9,60.1,8.1,52.1,13.3,46.9,13.8,"Wetland",3,1,"Carnivore","Invertivore","Insessorial",-31.39,12.46,-8.67,-54.62,9087776.96,"Extant"
"171","Atalotriccus_pilaris","Tyrannidae","Passeriformes","Atalotriccus_pilaris",13.6,6.3,3.4,2.6,15.4,41.2,3.6,37.6,8.8,33.4,6.8,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",2.29,12.46,7.68,-69.45,813969.64,"Extant"
"172","Attila_bolivianus","Tyrannidae","Passeriformes","Attila_bolivianus",25.6,16.6,7.8,6.7,24.7,94.6,16.6,77.7,17.6,78.2,39.5,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-17.98,-1.06,-8.82,-64.24,2790241.24,"Extant"
"173","Attila_cinnamomeus","Tyrannidae","Passeriformes","Attila_cinnamomeus",22.7,14.4,6.8,6.2,22.7,87.2,7.8,78.2,9,81.2,38.8,"Forest",3,1,"Carnivore","Invertivore","Insessorial",-14.22,10.42,-2.18,-63.29,5275009.27,"Extant"
"174","Attila_citriniventris","Tyrannidae","Passeriformes","Attila_citriniventris",21,14.3,6.7,5.8,20.8,78.2,12.8,65.2,16.4,62.7,33.7,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-10.83,5.3,-2.46,-70.01,1546685.5,"Extant"
"175","Attila_phoenicurus","Tyrannidae","Passeriformes","Attila_phoenicurus",21.1,12.9,5.7,5.4,18.8,92.2,19.1,73.2,20.6,76.2,32.3,"Forest",1,3,"Carnivore","Invertivore","Insessorial",-30.63,-21.81,-25.99,-51.1,551774.09,"Extant"
"176","Attila_rufus","Tyrannidae","Passeriformes","Attila_rufus",29.4,19,7.1,6.4,25.6,92,12.4,79.6,13.4,73.5,42.6,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-30.53,-12.21,-21.55,-43.86,342429.82,"Extant"
"177","Attila_spadiceus","Tyrannidae","Passeriformes","Attila_spadiceus",22.3,15.8,7.3,6.5,24.9,85.6,12.3,70.9,14.8,67.8,39.1,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-23.01,27.05,-1.44,-65.43,8099963.72,"Extant"
"178","Attila_torridus","Tyrannidae","Passeriformes","Attila_torridus",26.9,17.6,7.7,6.5,25.3,93.5,16.1,77.3,17.2,76.8,46,"Forest",1,1,"Omnivore","Invertivore","Insessorial",-4.14,1.19,-1.67,-79.65,5579.78,"Extant"
"179","Camptostoma_imberbe","Tyrannidae","Passeriformes","Camptostoma_imberbe",9.2,5.3,3,3.3,14,49.4,6.9,41.8,14.1,39.7,7.4,"Forest",2,3,"Carnivore","Invertivore","Insessorial",9.55,33.3,20.03,-97.6,1448668.84,"Extant"
"180","Camptostoma_obsoletum","Tyrannidae","Passeriformes","Camptostoma_obsoletum",9.8,5.8,3.2,3.1,13.9,52.3,8.7,43.6,16.5,40.9,8.1,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-34.98,12.46,-9.88,-58.73,14428561.74,"Extant"
"181","Capsiempis_flaveola","Tyrannidae","Passeriformes","Capsiempis_flaveola",10.8,6.3,4,3.1,16,49,6.1,41,12.9,48.5,7.7,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-28.14,12.46,-5.98,-57.99,5724076.64,"Extant"
"182","Casiornis_fuscus","Tyrannidae","Passeriformes","Casiornis_fuscus",16.2,10.6,5.6,5,19.6,75.6,9.8,64.7,13.4,72.8,19.5,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",-15.81,-0.58,-7.54,-44.78,2107102.83,"Extant"
"183","Casiornis_rufus","Tyrannidae","Passeriformes","Casiornis_rufus",18.6,11.3,5.8,5.1,20.5,84.9,13.1,71.8,15.4,81.8,24.8,"Woodland",2,3,"Carnivore","Invertivore","Insessorial",-28.41,-10.37,-19.76,-55.86,2802796.56,"Extant"
