"","Phylo","Family","Order","Scientific_name","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"14","Carpodectes_antoniae","Cotingidae","Passeriformes","Carpodectes_antoniae",20.8,11.1,6.3,6.8,23.6,130.4,26.7,104.8,20.5,72.2,98,"Woodland",2,1,"Herbivore","Frugivore","Insessorial",7.61,9.87,8.55,-82.79,2191.64,"Extant"
"15","Carpodectes_hopkei","Cotingidae","Passeriformes","Carpodectes_hopkei",22.1,12.8,7.1,6.8,24.1,150.3,26.2,122.9,17.3,92.2,102,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-0.71,8.16,3.81,-77.86,96274.78,"Extant"
"16","Carpodectes_nitidus","Cotingidae","Passeriformes","Carpodectes_nitidus",20.1,11.6,6.3,7.4,25,133.7,25.1,111.6,19,73.4,101.6,"Forest",2,1,"Herbivore","Frugivore","Insessorial",9.35,16.03,13.2,-84.65,103015.66,"Extant"
"17","Carpornis_cucullata","Cotingidae","Passeriformes","Carpornis_cucullata",18.3,9.2,5.6,6.8,23.3,113.6,22.4,90.9,19.8,101.8,74.2,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-31.85,-19.11,-25.4,-47.54,251722.97,"Extant"
"18","Carpornis_melanocephala","Cotingidae","Passeriformes","Carpornis_melanocephala",19,9.3,5.5,6.9,21.6,109.5,23,86.4,21.1,91.8,64.2,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-25.87,-9.22,-20.8,-43.67,67888.43,"Extant"
"19","Cephalopterus_glabricollis","Cotingidae","Passeriformes","Cephalopterus_glabricollis",33.6,30.4,17.6,15.1,40.4,233,35.9,201.8,15.2,118.4,379.5,"Forest",1,2,"Omnivore","Frugivore","Insessorial",8.4,10.8,9.42,-83,14362.87,"Extant"
"20","Cephalopterus_ornatus","Cotingidae","Passeriformes","Cephalopterus_ornatus",57.2,36.8,19.7,18.9,47.2,259.6,40.4,221.6,15.4,160.2,380,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-17.34,7.83,-5.22,-65.01,5506150.67,"Extant"
"21","Cephalopterus_penduliger","Cotingidae","Passeriformes","Cephalopterus_penduliger",39.9,33.3,18.4,17.2,45.2,249.6,35.4,211.6,14.4,138.6,338,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-3.66,4.05,0.72,-78.83,69374.2,"Extant"
"22","Conioptilon_mcilhennyi","Cotingidae","Passeriformes","Conioptilon_mcilhennyi",20.8,11.8,7.2,6.1,24.3,145.8,26.9,118.9,18.4,88.4,90,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-13.02,-8.53,-10.95,-71.41,146164.97,"Extant"
"23","Cotinga_amabilis","Cotingidae","Passeriformes","Cotinga_amabilis",17.9,9.4,5.3,5.4,21.6,108.3,25.9,81.8,24,70.2,71.5,"Forest",1,1,"Herbivore","Frugivore","Insessorial",8.8,19.04,15.79,-89.47,297726.28,"Extant"
